"TOA5","Obojan","CR3000","7784","CR3000.Std.25","CPU:Obojan-1_0.CR3","60168","min30"
"TIMESTAMP","RECORD","batt_volt_Min","Anonymous1_Avg","Ta_Avg","RH_Avg","DP_Avg","P_Tot","AWS","SDWS","WndSpd_raw_Max","RWS","WD","SDWD","PPFD_Avg","SWin_Avg","SWin_Std","SWout_Avg","LWin_meas_Avg","LWout_meas_Avg","NR01_tK_Avg","NR01_tC_Avg","SWn_Avg","LWn_Avg","Albedo_Avg","Rg_Avg","Rr_Avg","Rn_Avg","LWin_Avg","LWout_Avg","NR01_heat_Avg","Tsky_Avg","Tsrf_Avg","SHF_avg_Avg","SWC_avg_10cm_Avg","SWC_avg_20cm_Avg","SWC_avg_50cm_Avg","Ts_avg_10cm_Avg","Ts_avg_20cm_Avg","Ts_avg_50cm_Avg","SHF_Avg(1)","SHF_Avg(2)","SHF_Avg(3)","SWC_10cm_1_Avg","SWC_10cm_2_Avg","SWC_10cm_3_Avg","SWC_20cm_1_Avg","SWC_20cm_2_Avg","SWC_20cm_3_Avg","SWC_50cm_1_Avg","SWC_50cm_2_Avg","SWC_50cm_3_Avg","Ts_10cm_1_Avg","Ts_10cm_2_Avg","Ts_10cm_3_Avg","Ts_20cm_1_Avg","Ts_20cm_2_Avg","Ts_20cm_3_Avg","Ts_50cm_1_Avg","Ts_50cm_2_Avg","Ts_50cm_3_Avg","CO2dry_Avg","H20dry_Avg","SigStrgthAvg_Min","Tin_7200_Avg"
"TS","RN","","","C","%","C","mm","m/s","m/s","m/s","m/s","deg","deg","umol+1m-2s-1","W+1m-2","W+1m-2","W+1m-2","W+1m-2","W+1m-2","k","C","W+1m-2","W+1m-2","","W+1m-2","W+1m-2","W+1m-2","W+1m-2","W+1m-2","","C","C","","","","","","","","W+1m-2","W+1m-2","W+1m-2","m+3m-3","m+3m-3","m+3m-3","m+3m-3","m+3m-3","m+3m-3","m+3m-3","m+3m-3","m+3m-3","C","C","C","C","C","C","C","C","C","umol+1mol-1","mmol+1mol-1","","C"
"","","Min","Avg","Avg","Avg","Avg","Tot","Smp","Std","Max","Smp","Smp","Smp","Avg","Avg","Std","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Min","Avg"
"2013-05-13 15:00:00",0,13.02,297.8,26.88835,25.34994,5.414129,0,4.901721,1.464378,8.691725,4.583242,123.81,20.6467,1741.292,863.7791,6.63324,156.0419,-131.1529,55.51121,301.4114,28.26144,707.7371,-186.6641,0.1806527,732.6261,211.5531,521.073,336.8223,523.4864,0,4.471849,36.82677,43.02238,0.2559868,0.3586841,0.3648281,20.76188,18.05814,15.81052,38.01682,25.86655,65.18376,0.2544229,0.2360853,0.2774523,0.3560706,0.363077,0.3569046,0.3605092,0.3721945,0.3617807,21.25409,19.09726,21.93428,17.86979,17.67274,18.63189,15.84398,15.4808,16.10678,393.0704,9.650926,97.62675,28.85743
"2013-05-13 15:30:00",1,13.03,299.5,27.0871,24.34509,5.000955,0,4.992764,1.441315,9.312965,4.678643,132.5707,20.31715,1684.259,835.7379,46.80107,153.4285,-129.9186,53.73823,301.6494,28.49948,682.3094,-183.6569,0.183554,705.8192,207.1667,498.6525,339.536,523.1928,0,5.029469,36.78327,41.87466,0.2560976,0.3588431,0.3649003,21.13542,18.15615,15.79971,40.35902,25.68825,59.5767,0.2544778,0.2359005,0.2779144,0.3564011,0.3630261,0.3571022,0.3604494,0.3723722,0.3618794,21.73401,19.21839,22.45386,18.01121,17.73061,18.72663,15.83458,15.47391,16.09065,393.1377,9.340816,97.57214,29.06643
"2013-05-13 16:00:00",2,13.05,303,27.24339,24.15151,5.016628,0,4.257778,1.354228,8.142977,3.903081,124.9894,23.37878,1515.29,746.6159,154.4012,138.8304,-131.2161,49.1179,301.9192,28.76919,607.7855,-180.334,0.1844464,615.3998,187.9483,427.4516,339.9201,520.2542,0,5.107948,36.34195,39.45878,0.2562815,0.3589235,0.3647852,21.58451,18.28703,15.78504,41.70418,25.6717,51.00047,0.2547789,0.2356344,0.2784311,0.3564716,0.3630494,0.3572494,0.3604672,0.3721144,0.3617738,22.30068,19.35519,23.09765,18.20416,17.80392,18.853,15.82032,15.46492,16.06989,392.8613,9.384988,97.50662,29.13639
"2013-05-13 16:30:00",3,13.06,304,27.26706,23.36161,4.556645,0,4.159189,1.29536,8.292813,3.914589,126.2086,19.64305,1307.688,639.7259,203.0829,120.6182,-128.2061,37.11924,301.6384,28.48841,519.1077,-165.3254,0.1846146,511.5197,157.7374,353.7823,341.1829,506.5083,0,5.363867,34.26733,38.52519,0.2565024,0.3589633,0.3647826,22.00878,18.42543,15.76864,42.07861,24.92004,48.57692,0.2552228,0.2353678,0.2789167,0.356555,0.3629144,0.3574205,0.3604811,0.3720172,0.3618494,22.82344,19.48942,23.71348,18.4014,17.87326,19.00162,15.80545,15.4535,16.04699,392.8992,9.047833,97.42136,28.80729
"2013-05-13 17:00:00",4,13.02,303.8,27.60391,23.43775,4.886004,0,4.219099,1.054059,7.138038,3.995461,134.3261,18.64865,1442.984,712.5268,33.9423,135.9327,-120.8773,40.96796,302.1394,28.98943,576.5941,-161.8453,0.1908089,591.6495,176.9007,414.7488,351.6347,513.48,0,7.46767,35.33506,36.99327,0.2568043,0.3591229,0.3646665,22.3931,18.57168,15.75427,42.97334,22.77631,45.23017,0.2555978,0.2353939,0.2794211,0.3566694,0.3631583,0.3575411,0.3604644,0.3719316,0.3616033,23.28542,19.62116,24.27273,18.60749,17.93987,19.16766,15.79456,15.4426,16.02564,392.3292,9.301736,97.32368,29.39387
"2013-05-13 17:30:00",5,12.94,306.4,27.29927,23.10578,4.430352,0,4.239053,1.282106,7.641971,3.905603,128.9721,22.71778,1092.961,534.5496,168.8239,102.5947,-120.4617,27.43383,301.7908,28.64083,431.9549,-147.8955,0.1867721,414.0879,130.0285,284.0594,349.8867,497.7823,0,7.117282,32.93143,36.2206,0.2571594,0.3596092,0.364645,22.71394,18.72368,15.73922,43.37823,20.73748,44.54609,0.25552,0.2361328,0.2798255,0.3564794,0.3644605,0.3578878,0.3604755,0.3716428,0.3618167,23.66383,19.73337,24.74462,18.81968,18.00603,19.34533,15.78036,15.43247,16.00483,392.9189,9.062265,97.34062,28.8776
"2013-05-13 18:00:00",6,13.01,301.4,27.10729,22.72338,4.034473,0.1,"NAN",1.122005,7.074018,"NAN",45,0,1089.657,536.2451,86.4235,104.0167,-115.4535,23.35756,301.3356,28.18559,432.2283,-138.811,0.1926945,420.7916,127.3743,293.4173,352.0504,490.8614,0,7.546073,31.87889,29.80337,0.2573135,0.3595848,0.3646072,22.98615,18.87658,15.72399,43.67218,18.88742,26.8505,0.2554666,0.2361311,0.2803428,0.3554672,0.3649439,0.3583433,0.3605378,0.3714678,0.3618161,23.98127,19.82441,25.15279,19.03086,18.07195,19.52692,15.76581,15.42005,15.98612,-171.1494,"NAN",97.08212,28.70255
"2013-05-13 18:30:00",7,12.95,295.5,27.09743,23.55295,4.530087,0,3.44191,1.137231,6.230051,3.280491,137.8066,17.5413,833.2628,408.9462,115.7719,82.81889,-112.1098,15.06529,301.2963,28.14636,326.1273,-127.1751,0.1987582,296.8364,97.88418,198.9522,355.1516,482.3266,0,8.153538,30.53924,21.80286,0.2572741,0.3595174,0.36456,23.19434,19.0282,15.71137,42.69365,15.90688,6.808064,0.2556483,0.2354761,0.2806978,0.355405,0.3644772,0.35867,0.3604839,0.3713961,0.3618,24.21687,19.90952,25.45665,19.23331,18.1351,19.7162,15.75772,15.40993,15.96645,4433.68,6.933824,0.07099877,28.65822
"2013-05-13 19:00:00",8,12.63,289.7,25.97966,24.37682,4.080695,0,2.672132,0.9427562,5.394239,2.527666,126.276,18.8338,403.8799,188.3383,131.5146,38.56937,-119.4915,-1.664366,299.843,26.69308,149.7689,-117.8271,0.1794651,68.8468,36.90501,31.9418,338.8499,456.677,0,4.865992,26.40185,21.02773,0.2575885,0.3595998,0.3646824,23.34291,19.17485,15.69761,41.07899,14.82215,7.182057,0.2565389,0.2353939,0.2808328,0.3553233,0.3646539,0.3588222,0.3606445,0.3714794,0.3619233,24.36128,20.00947,25.65799,19.42655,18.19618,19.90181,15.74505,15.40145,15.94631,391.1327,8.606791,79.30609,26.97386
"2013-05-13 19:30:00",9,12.73,276.4,26.22818,24.95645,4.625748,0,2.211112,0.7901772,5.323945,2.107284,135.537,17.55242,494.2493,243.2168,54.7888,56.44792,-110.9582,-3.157897,299.8043,26.65434,186.7689,-107.8003,0.2276032,132.2586,53.29002,78.96857,347.1165,454.9169,0,6.550936,26.13467,17.40042,0.2578107,0.359739,0.3646852,23.42163,19.31287,15.68621,38.59198,10.36055,3.248728,0.2571378,0.2353478,0.2809466,0.3554961,0.364655,0.3590661,0.3607894,0.3714889,0.3617772,24.42348,20.12029,25.72112,19.60636,18.25162,20.08064,15.73641,15.39075,15.93146,389.0714,8.956692,79.37759,27.34881
"2013-05-13 20:00:00",10,12.61,273.4,26.06002,24.77299,4.384142,0,2.14652,0.9949394,5.490846,1.960686,101.1715,23.83311,347.0104,172.1812,37.83036,43.70715,-118.6242,-11.403,299.945,26.79505,128.474,-107.2212,0.255769,53.55698,32.30414,21.25283,340.312,447.5332,0,5.170216,24.91011,14.75534,0.2579324,0.3599066,0.3646629,23.40722,19.43788,15.67675,34.83994,7.570987,1.855079,0.2574089,0.2353317,0.2810567,0.3557539,0.3646517,0.3593144,0.36079,0.3714633,0.3617355,24.38995,20.21106,25.62066,19.76923,18.30527,20.23913,15.73013,15.3846,15.91551,389.6067,8.791141,79.38134,27.14867
"2013-05-13 20:30:00",11,12.5,267.6,24.79616,28.81429,5.450792,0,1.367306,0.3899095,2.431571,1.267289,59.00313,21.90731,183.4685,88.49635,20.37061,23.2538,-116.1093,-18.23365,298.6156,25.46563,65.24254,-97.87561,0.2636141,-27.61291,5.020156,-32.63307,334.7516,432.6273,0,4.040134,22.39791,11.86864,0.2578998,0.3600792,0.3648094,23.32585,19.55087,15.66708,31.70509,4.218076,-0.3172397,0.2574022,0.2353139,0.2809833,0.3558355,0.3648072,0.359595,0.3607616,0.3716483,0.3620183,24.28316,20.25071,25.44369,19.91095,18.3636,20.37807,15.72398,15.3768,15.90048,389.9402,9.463449,79.42556,25.54549
"2013-05-13 21:00:00",12,12.45,252.4,23.39336,31.53786,5.569714,0,1.236057,0.2277311,1.975025,1.217002,47.41674,10.0571,64.74291,28.98712,14.58113,7.906624,-112.1459,-23.03203,296.4759,23.32588,21.08049,-89.11386,0.2545947,-83.15878,-15.12541,-68.03336,325.9319,415.0458,0,2.199898,19.34784,8.263432,0.2579007,0.3603155,0.3649961,23.20178,19.64622,15.66083,28.59538,0.73221,-4.537301,0.2573972,0.2353072,0.2809978,0.3560505,0.3649344,0.3599617,0.3607455,0.3717333,0.3625094,24.1334,20.24262,25.22932,20.03398,18.41642,20.48825,15.72309,15.37066,15.88875,392.3272,9.585453,79.44453,23.58094
"2013-05-13 21:30:00",13,12.41,229.1,22.54649,32.44505,5.236616,0,1.219121,0.323223,2.180439,1.198206,51.358,10.60925,9.902485,-0.9728751,2.615748,0.002373781,-102.1467,-25.17394,294.6921,21.54211,-0.9752489,-76.97278,0.1482075,-103.1196,-25.17157,-77.94803,325.4765,402.4493,0,2.103065,17.10603,3.802133,0.257823,0.3604783,0.3649107,23.02262,19.72318,15.65649,24.65424,-2.985173,-10.26266,0.2573961,0.2353028,0.28077,0.3562155,0.3650755,0.3601439,0.3607844,0.3716755,0.3622722,23.94452,20.19338,24.92998,20.13259,18.46544,20.57151,15.7232,15.36614,15.88012,396.3596,9.407579,79.36549,22.15397
"2013-05-13 22:00:00",14,12.39,207.2,21.83258,34.13755,5.347783,0,1.496501,0.3657091,3.209821,1.475426,59.09782,9.612508,0.6556121,-4.081141,0.4244268,0.08701289,-92.01234,-20.85971,293.8547,20.70473,-4.168154,-71.15263,-0.02696842,-96.09348,-20.7727,-75.32078,330.7676,401.9202,0,3.212266,17.01089,-1.026429,0.2577479,0.3605444,0.3649194,22.78005,19.78069,15.65255,19.90724,-7.257126,-15.7294,0.2574078,0.235215,0.2806211,0.3564128,0.3651055,0.360115,0.3607967,0.3717055,0.3622561,23.70445,20.09932,24.53638,20.20548,18.50488,20.6317,15.72171,15.36397,15.87197,400.1984,9.551252,79.35348,21.39036
"2013-05-13 22:30:00",15,12.38,195.2,20.84037,36.14494,5.26548,0,1.730355,0.9031944,5.215737,1.320912,118.2286,39.4016,0.3114569,-5.014176,1.25023,-0.2854353,-98.46378,-20.29621,293.1697,20.01972,-4.728741,-78.16757,-0.03528217,-103.478,-20.58164,-82.89632,320.3898,398.5574,0,1.021772,16.39973,-5.292763,0.2575624,0.3606829,0.3650794,22.47949,19.81755,15.65131,15.00055,-11.30174,-19.5771,0.2574422,0.2350239,0.2802211,0.3565905,0.3651228,0.3603355,0.3610672,0.3718533,0.3623177,23.41474,19.96603,24.05771,20.25824,18.53214,20.66228,15.72672,15.3599,15.86733,402.9483,9.502733,79.26422,20.52064
"2013-05-13 23:00:00",16,12.35,184.8,19.51488,38.91675,5.17189,0,1.440386,0.7000554,3.683971,1.102376,110.9797,39.23829,0.3037426,-4.594348,0.419627,-0.5773351,-93.32484,-21.73563,291.7067,18.55671,-4.017013,-71.58922,0.1189336,-97.91918,-22.31296,-75.60622,317.2314,388.8206,0,0.3439689,14.61694,-8.852181,0.2572883,0.3607402,0.3648418,22.14512,19.83417,15.64916,10.61144,-14.82241,-22.34557,0.2574978,0.2347083,0.2796589,0.3567233,0.3651111,0.3603861,0.3607722,0.3717349,0.3620183,23.09563,19.79903,23.5407,20.28667,18.54941,20.66641,15.72896,15.35851,15.86,409.7322,9.481398,79.13511,19.21871
"2013-05-13 23:30:00",17,12.34,172.9,18.89493,42.43999,5.858052,0,2.42166,0.5832926,3.80159,2.350349,128.4448,13.89975,0.3218589,-4.041466,0.5602522,0.3625512,-90.43107,-14.9867,291.268,18.11804,-4.404017,-75.44437,-0.1144727,-94.47253,-14.62415,-79.8484,317.6579,393.1023,0,0.4360299,15.40601,-11.74812,0.2569422,0.3608672,0.3649498,21.79262,19.82983,15.6499,6.860959,-17.72186,-24.38347,0.2573217,0.2344289,0.2790761,0.3568233,0.3651294,0.3606488,0.360755,0.3717455,0.3623489,22.75605,19.60707,23.01474,20.29208,18.55236,20.64504,15.73676,15.35491,15.85803,406.9417,9.983143,79.09937,18.68493
"2013-05-14 00:00:00",18,12.34,167.9,18.34657,46.79174,6.78765,0,1.338396,0.3874373,3.047387,1.301644,117.9504,13.42258,0.2521883,-4.100488,0.5863192,0.2254996,-87.55079,-16.42791,290.528,17.37798,-4.325988,-71.12287,-0.07688159,-91.65128,-16.20241,-75.44887,316.4076,387.5305,0,0.1665253,14.3778,-14.30465,0.2565113,0.3608954,0.3649574,21.4366,19.80619,15.65218,3.653525,-20.40971,-26.15777,0.2571217,0.2340478,0.2783644,0.3569978,0.3651355,0.3605528,0.3607472,0.3717061,0.3624189,22.4087,19.40104,22.50005,20.2798,18.54156,20.59721,15.74384,15.35502,15.85769,407.1926,10.62085,79.04555,18.02859
"2013-05-14 00:30:00",19,12.3,162.1,17.75708,49.64459,7.10466,0,1.132174,0.4260533,3.06364,1.075069,116.0753,18.19138,0.2728264,-4.099496,0.4578034,0.2508477,-86.73408,-16.06774,289.9368,16.78681,-4.350344,-70.66633,-0.07560856,-90.83357,-15.8169,-75.01668,313.9472,384.6136,0,-0.3670374,13.83526,-15.76511,0.2560166,0.3608572,0.3649418,21.08348,19.76748,15.65605,1.021454,-21.78805,-26.52874,0.2567761,0.2336383,0.2776355,0.3569761,0.3650789,0.3605167,0.3607661,0.3717305,0.3623289,22.06109,19.18249,22.00686,20.24884,18.52131,20.53229,15.75547,15.35487,15.8578,407.5568,10.85819,78.98204,17.44209
"2013-05-14 01:00:00",20,12.31,156.7,17.56937,50.00864,7.043121,0,0.9577266,0.3889337,2.517604,0.9154671,116.236,17.01478,0.2072302,-2.715399,0.47298,0.6984901,-67.79604,-13.47724,289.529,16.37901,-3.413888,-54.31879,-0.2581281,-70.51143,-12.77875,-57.73268,330.6335,384.9523,0,3.15689,13.89862,-16.73107,0.2555576,0.3607001,0.3649944,20.74045,19.71177,15.66037,-1.136819,-22.61616,-26.44024,0.2564778,0.2332072,0.2769878,0.3568433,0.36496,0.3602972,0.3609033,0.371705,0.362375,21.72038,18.96402,21.53695,20.20064,18.48652,20.44813,15.76627,15.35526,15.8596,406.3504,10.81635,78.92959,17.25245
"2013-05-14 01:30:00",21,12.28,154.6,17.63748,49.793,7.042876,0,0.6411595,0.2716274,1.515248,0.5766121,137.487,25.7005,0.2787692,-1.340509,0.3810676,1.028218,-48.49738,-9.577714,289.5429,16.3929,-2.368727,-38.91967,-1.050454,-49.83789,-8.549496,-41.28839,350.0089,388.9286,0,7.149971,14.63714,-17.08147,0.2551239,0.3605915,0.3649141,20.40933,19.64376,15.66659,-3.008181,-22.70592,-25.5303,0.2561633,0.2328078,0.2764005,0.3568683,0.3647277,0.3601783,0.3609905,0.37167,0.3620816,21.38582,18.74706,21.09512,20.13991,18.44215,20.34921,15.77871,15.35757,15.8635,406.1102,10.83038,78.88155,17.41526
"2013-05-14 02:00:00",22,12.27,155.3,17.4614,50.99469,7.223697,0,0.8375138,0.2757452,1.799969,0.7926732,38.86127,18.74238,0.2245566,-1.484488,0.4608625,0.5024434,-41.37141,-9.727602,289.7091,16.55916,-1.986931,-31.64381,-0.4845334,-42.8559,-9.225159,-33.63074,358.0506,389.6945,0,8.743552,14.77884,-16.55406,0.2546903,0.3605031,0.365033,20.10083,19.56423,15.67343,-4.467714,-21.62829,-23.56618,0.2558461,0.2324228,0.2758022,0.3569083,0.364535,0.3600661,0.3610556,0.3718616,0.3621816,21.07296,18.53774,20.6918,20.06541,18.38842,20.23886,15.7931,15.35985,15.86734,408.0252,10.92834,78.85835,17.41575
"2013-05-14 02:30:00",23,12.28,156.1,17.49481,51.77241,7.481778,0,0.9679599,0.4070367,2.511019,0.8938799,70.32563,22.40821,0.2813352,-0.979075,0.3056753,0.5079201,-31.65741,-6.549941,289.8182,16.6682,-1.486995,-25.10747,-0.7406861,-32.63649,-6.042021,-26.59446,368.3663,393.4738,0,10.75383,15.47426,-15.92128,0.2543654,0.360315,0.36508,19.81797,19.47766,15.68019,-5.41274,-20.43492,-21.91619,0.2558428,0.2320383,0.275215,0.3567416,0.3643,0.3599033,0.3609905,0.3718316,0.3624178,20.77943,18.34139,20.33309,19.98243,18.32789,20.12267,15.80827,15.36125,15.87104,411.0442,11.13757,78.77122,17.46502
"2013-05-14 03:00:00",24,12.27,158.2,17.20774,54.52408,7.96645,0,1.024622,0.3644525,2.153915,0.9401386,63.50254,23.25894,0.2577395,-2.484067,1.412808,0.2011696,-32.03908,-6.583652,289.6642,16.51426,-2.685237,-25.45543,-0.1107388,-34.52315,-6.382482,-28.14066,367.1361,392.5915,0,10.51294,15.31229,-15.21949,0.2539368,0.3601791,0.3651331,19.56791,19.38263,15.68914,-5.976259,-19.26433,-20.41788,0.2554978,0.2316006,0.2747122,0.3567083,0.3640656,0.3597633,0.3611239,0.3718227,0.3624527,20.51583,18.16714,20.02075,19.89357,18.25666,19.99764,15.82278,15.36551,15.87914,416.9236,11.49828,78.77515,17.22983
"2013-05-14 03:30:00",25,12.23,158,17.01268,55.41083,8.030215,0,1.409389,0.2807589,2.33218,1.390162,64.61555,9.460846,0.2028014,-1.591668,0.2718032,-0.01508054,-39.82563,-7.86944,289.5097,16.35974,-1.576587,-31.95619,-0.02460336,-41.4173,-7.88452,-33.53278,358.4978,390.454,0,8.834703,14.91904,-14.51271,0.2535267,0.3600181,0.364984,19.34709,19.28725,15.69716,-6.244005,-18.11844,-19.17567,0.2550966,0.2312472,0.2742361,0.3565527,0.3638566,0.359645,0.3609433,0.3717522,0.3622567,20.27771,18.01351,19.75004,19.79803,18.18921,19.87451,15.83754,15.3681,15.88584,418.0003,11.52195,78.78217,17.05817
"2013-05-14 04:00:00",26,12.24,157,16.80235,56.15926,8.030321,0,1.578131,0.2400943,2.376908,1.562657,63.50521,8.020597,0.2488811,-1.690943,0.3570859,-0.0003509175,-42.10603,-7.795773,289.3317,16.18172,-1.690592,-34.31025,-0.04269951,-43.79697,-7.796124,-36.00084,355.2386,389.5489,0,8.189713,14.75192,-14.48943,0.2531143,0.3597903,0.3651148,19.15194,19.19038,15.70543,-6.401042,-17.90194,-19.16532,0.2547239,0.2308533,0.2737655,0.3563689,0.3636283,0.3593739,0.3609411,0.3719483,0.362455,20.06293,17.87775,19.51514,19.70468,18.115,19.75145,15.85528,15.37243,15.88858,418.8627,11.51921,78.7942,16.85571
"2013-05-14 04:30:00",27,12.22,156.4,16.9862,54.61384,7.793621,0,1.79932,0.2742308,2.526823,1.784267,68.42635,7.408649,0.2890907,-1.126739,0.2869032,0.1977596,-32.03624,-6.860478,289.4933,16.3433,-1.324498,-25.17576,-0.2412636,-33.16298,-6.662719,-26.50026,366.1969,391.3727,0,10.33335,15.08818,-14.73664,0.2527837,0.3596027,0.3650607,18.97223,19.09324,15.71403,-6.625355,-18.09018,-19.4944,0.2544456,0.2305372,0.2733683,0.3562978,0.3634033,0.3591072,0.3610911,0.3717911,0.3623,19.86456,17.75483,19.2973,19.60857,18.04228,19.62885,15.8708,15.37626,15.89504,415.6346,11.35497,78.80434,17.01787
"2013-05-14 05:00:00",28,12.21,158.6,17.07457,54.21238,7.767501,0,2.237342,0.431218,3.613363,2.214602,63.95602,8.166206,0.2654745,-1.07626,0.2320339,0.1984366,-28.55377,-5.666845,289.7676,16.61765,-1.274697,-22.88692,-0.2463094,-29.63003,-5.468408,-24.16162,371.1909,394.0778,0,11.2983,15.58515,-14.8015,0.2524931,0.3593763,0.365182,18.80344,18.99896,15.72232,-6.897485,-18.07144,-19.43559,0.2542283,0.2302355,0.2730155,0.3560745,0.3631411,0.3589133,0.3611788,0.3717472,0.36262,19.67779,17.64249,19.09003,19.5164,17.9704,19.51008,15.88751,15.37823,15.90123,415.11,11.37057,78.8083,17.12995
"2013-05-14 05:30:00",29,12.21,162.2,16.99525,54.21218,7.693511,0,2.371194,0.5598019,4.697607,2.334118,57.74626,10.12855,0.5121273,-1.702907,0.3393124,0.0455815,-44.13257,-7.177269,289.796,16.64597,-1.748488,-36.95531,-0.05049157,-45.83548,-7.131687,-38.7038,355.7687,392.7241,0,8.288928,15.33662,-14.83225,0.2522261,0.3591839,0.3652152,18.64684,18.90512,15.73064,-7.086661,-18.00193,-19.40814,0.2541033,0.22987,0.272705,0.3559633,0.3629072,0.3586811,0.3611577,0.3717405,0.3627472,19.50122,17.53268,18.9066,19.42123,17.89847,19.39564,15.90112,15.3836,15.9072,415.4395,11.34654,78.81731,17.03445
"2013-05-14 06:00:00",30,12.19,161.9,16.70032,55.1325,7.664908,0,2.151411,0.3873544,3.787214,2.131948,59.79441,7.704285,8.036112,0.4117859,1.825967,0.4557965,-69.58331,-11.50929,289.1794,16.02935,-0.04401056,-58.07401,0.2025831,-69.17152,-11.05349,-58.11802,326.9256,384.9996,0,2.386034,13.9066,-15.2003,0.2518841,0.3589496,0.3651887,18.49945,18.81344,15.73875,-7.164937,-18.46775,-19.96823,0.2537861,0.2295355,0.2723306,0.3557033,0.3626944,0.3584511,0.3611827,0.3718016,0.3625816,19.33747,17.42983,18.73105,19.32773,17.82877,19.28381,15.91782,15.38508,15.91336,415.8785,11.26766,78.84108,16.67875
"2013-05-14 06:30:00",31,12.2,158.1,16.73324,55.43722,7.77478,0,2.219639,0.4731313,3.675486,2.189536,57.71337,9.432985,23.8974,9.152796,4.654985,1.79964,-37.04043,-7.135051,289.4153,16.26533,7.353156,-29.90538,0.2129201,-27.88764,-5.335411,-22.55223,360.7636,390.669,0,9.267492,14.95828,-15.87179,0.2516198,0.3587866,0.3651272,18.35776,18.72503,15.7453,-7.311464,-19.36284,-20.94107,0.2535589,0.2292511,0.2720494,0.3555783,0.3625522,0.3582295,0.3612311,0.3717206,0.36243,19.1819,17.33052,18.56086,19.23898,17.7614,19.1747,15.93085,15.38734,15.91772,416.5969,11.42447,78.85651,16.75755
"2013-05-14 07:00:00",32,12.2,159.4,16.53028,57.44594,8.111388,0,1.889955,0.5518432,3.371036,1.852682,61.44756,11.3752,55.50207,26.9589,13.35306,5.027923,-34.8892,-4.342467,289.4107,16.26069,21.93098,-30.54674,0.1875574,-7.930299,0.6854556,-8.615754,362.8893,393.436,0,9.69307,15.4675,-15.79514,0.2513631,0.3585607,0.3652029,18.21776,18.63515,15.75317,-7.644173,-19.28707,-20.45417,0.2533205,0.2290144,0.2717544,0.3553333,0.362325,0.3580239,0.361355,0.3716905,0.3625633,19.02827,17.22985,18.39516,19.14809,17.69195,19.0654,15.94645,15.39063,15.92242,418.1077,11.66864,78.84142,16.69713
"2013-05-14 07:30:00",33,12.22,161.2,16.40156,59.22475,8.437633,0,1.447691,0.4585908,3.289357,1.38921,49.5739,16.27991,123.639,60.00837,9.662489,10.65716,-52.86384,-3.552074,289.3452,16.19522,49.3512,-49.31177,0.1774496,7.14453,7.10509,0.03943999,344.5549,393.8667,0,6.030444,15.54609,-14.75912,0.2510735,0.3583302,0.3652537,18.08327,18.55012,15.75813,-7.778169,-17.91887,-18.58032,0.2530867,0.2287222,0.2714117,0.3551533,0.3620205,0.3578167,0.3613983,0.3718016,0.3625611,18.88141,17.13061,18.23777,19.05946,17.62741,18.96347,15.9586,15.39106,15.92473,417.2993,11.94269,78.8457,16.68095
"2013-05-14 08:00:00",34,12.23,163.7,17.18983,57.31311,8.689073,0,2.316466,0.6923082,4.642908,2.282642,38.57068,9.78782,211.5654,112.1578,23.80072,21.17347,-41.7387,-0.3065182,290.0851,16.93506,90.98431,-41.43218,0.1883413,70.41908,20.86695,49.55213,359.7663,401.1985,0,9.083364,16.87983,-13.23105,0.2507913,0.3580811,0.3653391,17.96394,18.46513,15.76287,-7.548578,-15.88023,-16.26435,0.2528889,0.228335,0.27115,0.3549161,0.3617533,0.3575739,0.3613922,0.3718444,0.3627805,18.74719,17.03874,18.1059,18.9705,17.56378,18.8611,15.96824,15.39216,15.92822,410.8522,12.08459,78.82498,17.66149
"2013-05-14 08:30:00",35,12.26,173.5,19.0196,52.60733,9.113449,0,2.695853,0.7656618,6.461086,2.622794,47.18302,13.33448,590.3951,318.3388,126.464,58.82977,-69.37047,4.092241,292.1194,18.96946,259.5091,-73.46272,0.1847569,248.9684,62.92201,186.0464,343.5397,417.0024,0,5.793075,19.68573,-11.02174,0.2506504,0.3577766,0.3653391,17.86848,18.38346,15.7672,-6.989003,-12.9428,-13.13341,0.2530739,0.2278767,0.2710005,0.3546855,0.3613717,0.3572728,0.3613878,0.3717561,0.3628733,18.63107,16.96708,18.00727,18.8878,17.49965,18.76292,15.97959,15.39318,15.92883,399.2609,12.44963,78.76093,20.36392
