"TIMESTAMP","RECORD","batt_volt_Min","Anonymous1_Avg","Ta_Avg","RH_Avg","DP_Avg","P_Tot","AWS","SDWS","WndSpd_raw_Max","RWS","WD","SDWD","PPFD_Avg","SWin_Avg","SWin_Std","SWout_Avg","LWin_meas_Avg","LWout_meas_Avg","NR01_tK_Avg","NR01_tC_Avg","SWn_Avg","LWn_Avg","Albedo_Avg","Rg_Avg","Rr_Avg","Rn_Avg","LWin_Avg","LWout_Avg","NR01_heat_Avg","Tsky_Avg","Tsrf_Avg","SHF_avg_Avg","SWC_avg_10cm_Avg","SWC_avg_20cm_Avg","SWC_avg_50cm_Avg","Ts_avg_10cm_Avg","Ts_avg_20cm_Avg","Ts_avg_50cm_Avg","SHF_Avg(1)","SHF_Avg(2)","SHF_Avg(3)","SWC_10cm_1_Avg","SWC_10cm_2_Avg","SWC_10cm_3_Avg","SWC_20cm_1_Avg","SWC_20cm_2_Avg","SWC_20cm_3_Avg","SWC_50cm_1_Avg","SWC_50cm_2_Avg","SWC_50cm_3_Avg","Ts_10cm_1_Avg","Ts_10cm_2_Avg","Ts_10cm_3_Avg","Ts_20cm_1_Avg","Ts_20cm_2_Avg","Ts_20cm_3_Avg","Ts_50cm_1_Avg","Ts_50cm_2_Avg","Ts_50cm_3_Avg","CO2dry_Avg","H20dry_Avg","SigStrgthAvg_Min","Tin_7200_Avg"
"TS","RN","","","C","%","C","mm","m/s","m/s","m/s","m/s","deg","deg","umol+1m-2s-1","W+1m-2","W+1m-2","W+1m-2","W+1m-2","W+1m-2","k","C","W+1m-2","W+1m-2","","W+1m-2","W+1m-2","W+1m-2","W+1m-2","W+1m-2","","C","C","","","","","","","","W+1m-2","W+1m-2","W+1m-2","m+3m-3","m+3m-3","m+3m-3","m+3m-3","m+3m-3","m+3m-3","m+3m-3","m+3m-3","m+3m-3","C","C","C","C","C","C","C","C","C","umol+1mol-1","mmol+1mol-1","","C"
"","","Min","Avg","Avg","Avg","Avg","Tot","Smp","Std","Max","Smp","Smp","Smp","Avg","Avg","Std","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Min","Avg"
"2013-08-19 06:00:00",3936,12.02,132.1,14.35395,66.73856,8.262424,0,2.235367,0.4715511,3.892977,2.198623,56.96571,10.38494,0.3361673,-3.576072,0.2992269,0.9445062,-82.1589,-5.416925,286.7274,13.57746,-4.520579,-76.74197,-0.2733715,-85.73497,-4.472419,-81.26256,301.0717,377.8137,0,-3.207258,12.5587,-16.40487,0.259825,0.3181996,0.2848111,19.51672,20.5469,19.54161,-14.74435,-19.31799,-15.15226,0.2809039,0.1867611,0.31181,0.3170161,0.2989556,0.3386272,0.2810561,0.2902144,0.2831628,20.32311,19.41394,18.8131,21.15809,20.13741,20.34519,20.10725,19.11473,19.40286,351.3081,17.39507,54.82452,14.10215
"2013-08-19 06:30:00",3937,12.02,128.7,14.07435,67.92494,8.255386,0,2.166552,0.4932245,4.006602,2.13272,58.65514,10.12197,5.104782,0.802643,3.153866,1.725701,-80.29089,-5.372665,286.5144,13.36444,-0.9230584,-74.91823,0.2522305,-79.48825,-3.646964,-75.84129,301.8022,376.7204,0,-3.043689,12.35179,-17.01077,0.2595911,0.3180354,0.2848087,19.37564,20.46841,19.54381,-15.26031,-20.0735,-15.6985,0.2806328,0.1867422,0.3113983,0.3168061,0.2988222,0.3384778,0.28105,0.2902144,0.2831616,20.18304,19.29451,18.64937,21.07863,20.06618,20.2604,20.10988,19.11699,19.40455,351.8166,17.39325,54.77602,13.87242
"2013-08-19 07:00:00",3938,12.01,126.3,14.06773,68.11597,8.290565,0,2.193975,0.4361353,3.401918,2.153592,57.47071,10.98932,34.98242,17.08895,10.23242,4.027835,-82.51614,-4.362589,286.4916,13.34166,13.06111,-78.15356,0.2784783,-65.42719,-0.3347541,-65.09245,299.4554,377.6089,0,-3.57039,12.52003,-17.46309,0.2593204,0.3179292,0.2848083,19.23305,20.38931,19.54698,-15.76339,-20.59135,-16.03454,0.2803722,0.1866022,0.3109866,0.31668,0.2987161,0.3383917,0.2810483,0.2902161,0.2831605,20.04195,19.1713,18.48592,20.99791,19.99695,20.17308,20.11642,19.11997,19.40455,350.9636,17.4229,54.76676,13.95735
"2013-08-19 07:30:00",3939,12,128.1,14.58993,66.66261,8.47117,0,2.115237,0.5075056,4.41088,2.088202,52.42035,9.157393,107.9744,70.82134,8.85647,12.05037,-87.63796,-5.066996,287.2144,14.06444,58.77097,-82.57096,0.1703994,-16.81662,6.983376,-23.79999,298.2049,380.7758,0,-3.852143,13.11699,-17.65887,0.2590281,0.3177761,0.2848992,19.09435,20.31062,19.54889,-16.15265,-20.74038,-16.08359,0.2800978,0.186385,0.3106017,0.3166411,0.2984761,0.3382111,0.2810383,0.2904628,0.2831967,19.90228,19.05199,18.32879,20.9192,19.9252,20.08747,20.11821,19.12202,19.40644,349.1779,17.56084,54.78413,15.01411
"2013-08-19 08:00:00",3940,11.98,136.6,15.00443,66.07215,8.729155,0,2.13834,0.4253281,3.536685,2.103143,45.93387,10.39191,240.8082,146.3638,47.97017,26.19531,-92.11488,-2.715629,287.9635,14.81353,120.1685,-89.39926,0.1759906,54.24895,23.47969,30.76927,297.7739,387.1732,0,-3.949534,14.30908,-17.48926,0.2586361,0.3176789,0.2849576,18.96518,20.2308,19.55057,-16.32819,-20.36999,-15.76959,0.2797494,0.1859655,0.3101933,0.3166944,0.2983528,0.3379894,0.2810411,0.2905105,0.2833211,19.76709,18.93526,18.19321,20.83797,19.85392,20.00052,20.11824,19.12513,19.40833,348.1487,17.78773,54.83326,15.85004
"2013-08-19 08:30:00",3941,12.02,155.8,16.49013,60.92958,8.941802,0,2.510082,0.5944915,3.803838,2.45588,45.61474,11.90285,418.3116,249.8532,25.39638,44.32028,-99.05387,-0.8927564,289.9494,16.79941,205.5329,-98.16113,0.1773417,150.7993,43.42752,107.3718,301.7014,399.8625,0,-3.066491,16.63747,-16.74695,0.2583887,0.3174865,0.2849789,18.84942,20.15125,19.54955,-16.17179,-19.14219,-14.92687,0.2794455,0.1857461,0.3099744,0.3164794,0.2981656,0.3378145,0.2810394,0.2905161,0.2833811,19.64069,18.82487,18.08269,20.75643,19.78124,19.91607,20.11842,19.12275,19.40748,344.7613,17.95265,54.90984,17.81707
"2013-08-19 09:00:00",3942,12.02,179.1,17.54865,58.20671,9.25931,0,2.339093,0.5531737,4.173284,2.264629,56.53135,14.45225,511.3669,299.9608,57.72394,52.67899,-104.0956,0.4369231,291.2582,18.10821,247.2819,-104.5325,0.174267,195.8652,53.11592,142.7493,303.9409,408.4734,0,-2.56655,18.18569,-14.86775,0.2581283,0.3173126,0.2850044,18.76331,20.07252,19.54912,-15.36406,-16.24073,-12.99848,0.2792061,0.1854489,0.30973,0.31644,0.2979266,0.3375711,0.2810411,0.2905205,0.2834516,19.53284,18.73162,18.02545,20.67481,19.7088,19.83393,20.11839,19.12179,19.40719,343.1077,18.25684,54.91867,18.94543
"2013-08-19 09:30:00",3943,12.07,198.5,19.09765,54.62998,9.757747,0,2.23233,0.6534516,4.278361,2.153345,48.62164,15.23619,709.9209,409.3623,62.38004,70.29696,-109.1975,4.606796,292.9075,19.75751,339.0654,-113.8043,0.1718145,300.1648,74.90376,225.261,308.1698,421.9741,0,-1.63173,20.56026,-12.06937,0.2578907,0.3171357,0.2849717,18.71884,19.99733,19.54779,-13.73775,-12.09465,-10.37571,0.2789105,0.1853205,0.3094411,0.3163183,0.2977411,0.3373478,0.2810422,0.2904183,0.2834544,19.45478,18.66671,18.03504,20.5955,19.64093,19.75557,20.11562,19.12257,19.40519,339.0322,18.75235,54.88704,20.66605
"2013-08-19 10:00:00",3944,12.16,222.1,20.14503,50.4555,9.544547,0,2.675804,0.7773274,4.977273,2.549598,62.02008,17.59134,903.7408,512.8822,94.64349,84.88833,-104.5451,7.3737,294.6196,21.46958,427.9939,-111.9187,0.1647982,408.3372,92.26202,316.0751,322.6573,434.576,0,1.495881,22.7306,-7.982854,0.2576391,0.3169407,0.2849722,18.7198,19.92611,19.54438,-11.48314,-5.848682,-6.616741,0.2787044,0.1852383,0.3089744,0.3160878,0.29758,0.3371544,0.2810572,0.2904055,0.2834539,19.40832,18.63541,18.11566,20.5205,19.57416,19.68367,20.11233,19.11909,19.40174,334.2222,18.54916,54.90706,22.03554
"2013-08-19 10:30:00",3945,12.54,243.2,21.54833,44.92648,9.093693,0,2.642759,0.9045036,4.714669,2.475606,67.37659,20.37104,1018.808,567.6255,46.16905,91.78066,-120.298,8.463677,296.1424,22.9924,475.8449,-128.7617,0.1614806,447.3275,100.2443,347.0832,315.8068,444.5685,0,0.03632253,24.41872,-1.720027,0.2573876,0.3167742,0.2849652,18.78493,19.8615,19.5423,-8.115897,3.451931,-0.4961135,0.278515,0.1850511,0.3085966,0.3159567,0.2973744,0.3369916,0.2810645,0.2903744,0.2834567,19.40327,18.64798,18.30353,20.4489,19.51204,19.62354,20.11141,19.11692,19.39855,330.967,18.13168,54.92326,23.27892
"2013-08-19 11:00:00",3946,12.51,259.6,22.29341,40.19697,8.125817,0,3.392938,1.030165,6.305245,3.068751,67.74362,25.0377,1121.937,622.7795,135.7114,98.76891,-117.354,11.06981,296.9965,23.84648,524.0106,-128.4238,0.1560346,505.4256,109.8387,395.5869,323.8002,452.224,0,1.744754,25.68869,5.358725,0.2571874,0.3166404,0.2849226,18.92173,19.80666,19.53855,-3.687229,12.81817,6.945229,0.2783294,0.1848528,0.30838,0.3158739,0.2972433,0.3368039,0.2810655,0.2902455,0.2834567,19.45395,18.71685,18.5944,20.38606,19.45867,19.57526,20.10623,19.1156,19.39382,328.9055,17.19994,54.985,24.0389
"2013-08-19 11:30:00",3947,12.46,268.7,22.47052,37.33874,7.198766,0,3.340053,1.138577,6.016666,3.099553,61.97462,21.73531,1201.102,660.8624,233.7067,102.9019,-110.3991,13.41454,297.348,24.19801,557.9604,-123.8137,0.1512266,550.4632,116.3164,434.1468,332.8602,456.6738,0,3.636328,26.40379,12.20696,0.2570979,0.3164481,0.284877,19.12604,19.76316,19.53337,1.478675,21.0056,14.13661,0.2783127,0.1846194,0.3083616,0.3156494,0.2970006,0.3366944,0.2810739,0.2902606,0.2832966,19.56897,18.84373,18.96542,20.33493,19.41354,19.54102,20.10214,19.10943,19.38854,327.3048,16.37006,55.01077,24.47166
"2013-08-19 12:00:00",3948,12.85,280.7,23.14304,36.11466,7.314827,0,3.155163,1.185838,6.923872,2.773821,65.27216,28.15992,1478.102,814.0002,83.33728,125.3272,-118.6078,20.99521,298.5686,25.41861,688.673,-139.6031,0.1537032,695.3924,146.3224,549.0699,331.9641,471.5672,0,3.456222,28.83528,20.7362,0.2571082,0.3163885,0.2847604,19.39812,19.73702,19.527,7.004512,29.83768,25.36641,0.2782677,0.1845772,0.3084794,0.3156461,0.29684,0.3366794,0.2808389,0.2902766,0.2831655,19.75483,19.02607,19.41345,20.2966,19.38708,19.52739,20.09568,19.10459,19.38073,326.7759,16.51448,55.01632,25.76264
"2013-08-19 12:30:00",3949,12.82,293.5,23.39275,35.17994,7.152188,0,3.026557,1.238131,7.51222,2.715891,53.73623,25.9512,1454.037,786.3477,134.5626,119.1,-125.0447,21.80596,299.0246,25.87462,667.2477,-146.8506,0.1501391,661.3031,140.906,520.3972,328.2828,475.1334,0,2.694897,29.40368,31.00551,0.2571177,0.3161969,0.2847465,19.76064,19.73094,19.52094,12.99836,40.80148,39.21669,0.2783911,0.1844506,0.3085116,0.3154227,0.2966911,0.3364767,0.2807755,0.2902861,0.2831778,20.0371,19.26256,19.98225,20.27472,19.37614,19.54196,20.08719,19.09944,19.37618,326.4619,16.38872,54.97625,26.14539
"2013-08-19 13:00:00",3950,12.67,297.4,23.19013,35.00129,6.893291,0,3.381086,1.238244,7.007135,2.862026,53.12278,31.73698,1320.674,700.4408,278.565,104.6916,-120.5353,20.28302,298.3802,25.2302,595.7491,-140.8183,0.1426885,579.9055,124.9746,454.9309,328.9015,469.7198,0,2.824769,28.51862,39.50028,0.257285,0.3161516,0.2846609,20.21577,19.74521,19.5131,18.94528,51.62486,47.93069,0.2785411,0.1846189,0.308695,0.3154261,0.2965833,0.3364455,0.2807922,0.2900138,0.2831767,20.42378,19.58119,20.64233,20.2749,19.38167,19.57904,20.07915,19.09366,19.36647,326.8172,16.16272,54.95416,25.59211
"2013-08-19 13:30:00",3951,12.88,295.2,23.62215,34.39125,7.022692,0,2.935801,1.131267,7.657661,2.377415,62.91271,35.32554,1418.083,748.2189,210.6578,111.6901,-125.9538,23.93183,299.0461,25.8961,636.5288,-149.8856,0.1466652,622.2652,135.622,486.6432,327.505,477.3906,0,2.531652,29.7568,42.29997,0.2574593,0.3159826,0.2846698,20.69707,19.78307,19.50579,23.72789,54.77147,48.40056,0.278775,0.1846594,0.3089433,0.3151439,0.2963789,0.336425,0.2808,0.2900216,0.2831877,20.88221,19.96989,21.23911,20.2972,19.40988,19.64213,20.07178,19.08571,19.35988,326.305,16.30639,54.9316,26.3269
"2013-08-19 14:00:00",3952,12.6,295.9,23.69232,33.91454,6.878516,0,3.403248,1.285458,7.721286,2.9512,37.12241,29.52096,1269.486,663.3516,290.9311,97.43082,-124.237,21.05972,298.9235,25.77352,565.9208,-145.2967,0.1368073,539.1147,118.4905,420.6241,328.4965,473.7932,0,2.738857,29.16628,41.03774,0.2577374,0.3160122,0.2846207,21.15075,19.8481,19.49684,26.93754,52.66393,43.51174,0.27916,0.1848478,0.3092044,0.3152505,0.2963961,0.33639,0.2808205,0.2900089,0.2830328,21.35956,20.40317,21.68951,20.35129,19.46587,19.72714,20.06304,19.07717,19.3503,326.2795,16.15012,54.9176,26.0677
"2013-08-19 14:30:00",3953,12.9,291.2,24.21483,31.79805,6.402107,0,2.476373,1.294509,6.204223,2.072902,44.75131,32.69512,1440.166,753.0821,156.4827,112.9305,-130.1281,25.79864,299.5026,26.35261,640.1517,-155.9267,0.1480512,622.9541,138.7292,484.2249,326.1109,482.0376,0,2.238007,30.49247,38.85696,0.2579583,0.3161076,0.2845848,21.56948,19.93694,19.48756,28.86197,48.77654,38.93237,0.279505,0.1850183,0.3093517,0.3152089,0.2966028,0.3365111,0.28083,0.2900178,0.2829067,21.81646,20.83718,22.05482,20.43326,19.54601,19.83156,20.05275,19.07068,19.33924,325.6688,15.77617,54.88612,26.86845
"2013-08-19 15:00:00",3954,13.35,289.2,25.01608,30.42247,6.454513,0,2.662205,1.139073,5.888803,2.056011,48.65596,38.65186,1530.701,806.0405,19.78948,122.3424,-129.9245,28.12885,300.6828,27.53279,683.6982,-158.0533,0.1517598,676.1161,150.4713,525.6449,333.5478,491.6011,0,3.787275,31.99437,36.37879,0.2581411,0.3161657,0.2845987,21.95176,20.04453,19.47596,29.61431,45.27719,34.24487,0.2798406,0.1850522,0.3095305,0.3153372,0.2965628,0.3365972,0.2808522,0.2900283,0.2829155,22.22036,21.24591,22.38902,20.53781,19.64836,19.94742,20.03748,19.06108,19.32932,325.3813,15.82112,54.8278,27.98638
"2013-08-19 15:30:00",3955,13.34,292.2,25.35126,29.6746,6.382778,0,2.978652,1.186543,6.106256,2.606021,52.75916,28.64935,1533.379,808.1048,41.93679,124.1235,-129.4757,26.0794,301.4289,28.27893,683.9813,-155.5551,0.153628,678.629,150.2029,528.4261,338.6081,494.1632,0,4.834383,32.39109,36.37356,0.25847,0.3162831,0.2845713,22.34022,20.16575,19.46763,31.22007,42.21274,35.68785,0.2802239,0.1853639,0.3098222,0.3152633,0.2967739,0.3368122,0.2808672,0.2899183,0.2829283,22.57549,21.63781,22.80735,20.65891,19.76695,20.0714,20.0308,19.05359,19.31849,325.3058,15.75782,54.80188,28.39723
"2013-08-19 16:00:00",3956,13.37,298.4,25.36397,29.37834,6.250964,0,3.090515,1.219764,6.838436,2.564834,22.42349,33.40647,1361.88,714.5529,29.10159,112.1302,-130.9121,24.33882,300.8602,27.71024,602.4227,-155.2509,0.1569055,583.6408,136.469,447.1718,333.6505,488.9014,0,3.815747,31.57534,36.06429,0.2588085,0.3164072,0.2844846,22.77351,20.30217,19.4577,33.81873,38.41674,35.95738,0.2805822,0.1857289,0.3101144,0.3153805,0.2968461,0.336995,0.2808922,0.2897494,0.2828122,22.90763,22.02972,23.38318,20.79292,19.9006,20.21299,20.02049,19.0442,19.30842,325.4773,15.67192,54.79177,27.98671
"2013-08-19 16:30:00",3957,12.93,300.1,25.318,29.3302,6.187228,0,2.575281,1.090218,6.537678,1.991835,43.79868,38.55433,1187.572,618.6559,144.3056,98.80502,-127.9365,19.01054,300.8499,27.69997,519.8509,-146.9471,0.1574326,490.7194,117.8156,372.9038,336.5636,483.5106,0,4.416337,30.72428,34.16642,0.2592018,0.3164996,0.2843435,23.19037,20.4471,19.44745,35.85027,34.22502,32.42396,0.280955,0.1860317,0.3106189,0.3154222,0.2969956,0.3370811,0.2806339,0.2897617,0.282635,23.21425,22.39988,23.95699,20.93586,20.04426,20.36118,20.0082,19.03713,19.29701,325.5619,15.61395,54.77028,27.77552
"2013-08-19 17:00:00",3958,13.2,296.8,25.29229,28.98923,5.995648,0,2.290776,0.9645762,4.664316,1.925333,52.03334,32.35218,998.1591,518.2478,107.0673,85.63255,-122.9352,12.41279,300.6103,27.46035,432.6153,-135.348,0.1639578,395.3126,98.04534,297.2673,340.0879,475.4359,0,5.13919,29.44974,31.59802,0.2595029,0.3166537,0.2843413,23.52627,20.59933,19.43741,36.17929,30.39829,28.21649,0.2813506,0.1860733,0.311085,0.3156194,0.29713,0.3372116,0.2806089,0.2897677,0.2826472,23.47734,22.69615,24.40532,21.08117,20.1982,20.51861,19.99903,19.02637,19.28683,325.5692,15.47165,54.76179,27.40363
"2013-08-19 17:30:00",3959,13.4,294.6,25.4835,28.87416,6.103202,0,3.131308,0.9998151,6.453982,2.953986,14.44434,19.27541,1024.305,533.9561,35.03037,92.09509,-124.6747,12.33743,300.6342,27.48425,441.8609,-137.0121,0.1725737,409.2813,104.4325,304.8488,338.4937,475.5058,0,4.815158,29.46535,28.29745,0.2598009,0.316902,0.2842957,23.7485,20.75269,19.42783,34.21502,26.58925,24.08808,0.281665,0.1861694,0.3115683,0.3158261,0.29738,0.3375,0.2806178,0.2896089,0.2826605,23.68985,22.90741,24.64824,21.22964,20.34916,20.67927,19.98844,19.01923,19.27582,325.3254,15.59664,54.75601,27.53929
"2013-08-19 18:00:00",3960,12.93,292.5,25.39007,28.36469,5.76521,0,3.13481,1.021132,6.509287,2.954538,26.93817,19.42424,832.3022,429.3913,76.56723,77.22093,-127.2283,5.669152,300.4023,27.25229,352.1704,-132.8975,0.1784495,302.163,82.89008,219.2729,334.5132,467.4107,0,3.993937,28.16729,25.68455,0.2601248,0.3171054,0.2842617,23.86561,20.90448,19.41834,31.71136,23.56373,21.77855,0.2820539,0.1863661,0.3119544,0.3159311,0.2976444,0.3377405,0.2806322,0.2894794,0.2826733,23.84462,23.03164,24.72057,21.37533,20.49835,20.83976,19.97735,19.01135,19.26632,325.397,15.30122,54.75642,27.17563
"2013-08-19 18:30:00",3961,13.02,287.9,25.29173,28.10054,5.546011,0,2.803206,0.8427494,5.338295,2.424395,21.47128,29.77618,680.8052,350.1315,32.46709,66.48386,-127.8588,1.072031,299.9741,26.82416,283.6476,-128.9308,0.1899918,222.2727,67.55589,154.7168,331.2533,460.1841,0,3.317428,26.99832,22.85467,0.2604583,0.3173852,0.2842735,23.91108,21.05015,19.40936,29.26682,20.27589,19.02129,0.2825705,0.1865317,0.3122728,0.3161261,0.2979439,0.3380855,0.2806506,0.2894933,0.2826767,23.96604,23.09101,24.67618,21.51736,20.6378,20.99528,19.96783,19.00344,19.25683,325.8667,15.16257,54.74696,26.80727
"2013-08-19 19:00:00",3962,12.6,281.9,24.76814,29.20206,5.640938,0,2.720962,0.8082629,5.144928,2.621916,23.4407,15.45402,448.2922,225.0673,69.20573,44.43349,-125.844,-5.536638,299.1181,25.96813,180.6339,-120.3073,0.1872501,99.22337,38.89685,60.32652,328.0538,448.3611,0,2.647428,25.04892,19.50607,0.2605718,0.3175824,0.2842678,23.89489,21.18034,19.40164,26.31273,17.1431,15.0624,0.2827967,0.1866044,0.3123145,0.3162861,0.2981867,0.3382744,0.2806578,0.2894972,0.2826483,24.05686,23.09233,24.53548,21.64737,20.76108,21.13256,19.96035,18.99549,19.24906,326.555,15.21763,54.73702,25.80559
"2013-08-19 19:30:00",3963,12.49,271.9,24.37601,29.1025,5.264007,0,3.002866,0.7505648,5.389338,2.93338,28.56827,12.32158,345.254,175.4071,23.03477,38.79495,-123.3298,-8.173325,298.3369,25.18697,136.6122,-115.1565,0.2216141,52.07731,30.62163,21.45569,325.8409,440.9974,0,2.181161,23.81978,15.86056,0.2606746,0.3178122,0.284184,23.82644,21.29729,19.39478,22.90556,13.73318,10.94294,0.2830739,0.1866055,0.3123444,0.3164706,0.2984106,0.3385555,0.280665,0.2894961,0.2823911,24.09996,23.054,24.32536,21.76759,20.86946,21.25481,19.95339,18.99117,19.23979,326.8588,14.9188,54.75593,25.1521
"2013-08-19 20:00:00",3964,12.38,261.8,23.55693,32.43994,6.11288,0,2.723585,0.6582774,4.596207,2.681463,32.21637,10.07325,190.5623,95.25039,24.86999,21.92082,-116.1071,-11.80617,297.4011,24.25114,73.32957,-104.3009,0.2301527,-20.85668,10.11465,-30.97133,327.462,431.7629,0,2.522723,22.25123,12.12591,0.2606324,0.3180059,0.2841133,23.70977,21.39736,19.38981,19.05568,10.07106,7.250991,0.2833622,0.1861667,0.3123683,0.3165578,0.2986394,0.3388205,0.2806717,0.2892789,0.2823895,24.09282,22.97374,24.06273,21.87556,20.96255,21.35399,19.94436,18.98798,19.23708,327.6968,15.64457,54.74144,24.06514
"2013-08-19 20:30:00",3965,12.34,247.4,22.01485,37.16737,6.738127,0,1.696015,0.1717487,2.418235,1.689648,26.13104,4.962717,72.50777,33.30978,17.72196,7.356819,-108.175,-19.05894,295.34,22.19004,25.95296,-89.11607,0.2083838,-74.86523,-11.70212,-63.16311,323.232,412.3481,0,1.628518,18.86783,8.625733,0.260689,0.3182576,0.2840711,23.55623,21.48091,19.38439,15.13382,6.634347,4.109035,0.2835867,0.1861867,0.3122939,0.3167511,0.2988978,0.3391239,0.2806244,0.2891928,0.2823961,24.03255,22.86504,23.77109,21.96988,21.03656,21.43628,19.9403,18.98198,19.2309,330.1682,16.15067,54.72003,22.14816
"2013-08-19 21:00:00",3966,12.34,223.7,21.37743,38.27144,6.561986,0,1.443469,0.2281096,1.958878,1.376246,19.1377,17.47993,14.64973,2.50174,4.867716,1.306624,-96.02604,-24.52388,293.6012,20.45125,1.195116,-71.50216,-0.3725578,-93.52429,-23.21725,-70.30704,325.3005,396.8026,0,2.064789,16.08179,5.045557,0.2608691,0.3184519,0.2840352,23.37147,21.54372,19.38371,11.27964,2.888137,0.9688934,0.2836889,0.1864428,0.3124755,0.316915,0.299115,0.3393255,0.28042,0.2892994,0.2823861,23.93027,22.72918,23.45494,22.0471,21.09157,21.49249,19.93991,18.98061,19.23059,331.3804,16.03099,54.6278,20.9969
"2013-08-19 21:30:00",3967,12.3,196.9,20.22862,41.44921,6.711638,0,1.240374,0.3812045,2.1413,1.201395,15.41473,14.35905,0.7297226,-3.330133,0.7689874,0.489859,-78.72726,-20.95921,292.1902,19.04026,-3.819992,-57.76805,-0.2278669,-82.0574,-20.46935,-61.58805,334.5547,392.3228,0,4.000929,15.26296,1.142816,0.2609913,0.3186641,0.2840568,23.14916,21.58824,19.38046,7.260805,-1.514583,-2.317775,0.2839728,0.1864989,0.3125022,0.3171528,0.29928,0.3395594,0.2805817,0.2891911,0.2823978,23.78681,22.56302,23.09766,22.10736,21.12933,21.52804,19.93685,18.97908,19.22545,334.255,16.11216,54.59676,19.93482
"2013-08-19 22:00:00",3968,12.28,178.7,19.78731,42.21392,6.59331,0,1.834401,0.347497,2.59151,1.758201,31.19595,16.50872,0.2895344,-3.105572,0.5198241,0.5364856,-72.502,-14.27922,291.872,18.72205,-3.642058,-58.22278,-0.2077169,-75.60757,-13.74274,-61.86484,338.9829,397.2057,0,4.915775,16.15617,-2.567609,0.2608461,0.3187526,0.2840839,22.8999,21.61389,19.38135,3.346619,-5.707616,-5.341829,0.28377,0.1864417,0.3123267,0.3173183,0.2993416,0.3395978,0.2805516,0.2893083,0.2823917,23.60132,22.37487,22.72349,22.14828,21.15263,21.54075,19.93687,18.97989,19.22729,335.9726,16.00976,54.56255,19.61359
"2013-08-19 22:30:00",3969,12.29,171.6,20.07944,41.45647,6.584985,0,1.796897,0.2800978,2.740426,1.777842,47.49814,8.341372,0.2611554,-2.952355,0.9338869,0.6212257,-74.46131,-13.6377,292.0563,18.90631,-3.57358,-60.82361,-0.3183874,-77.41367,-13.01647,-64.39719,338.0638,398.8874,0,4.727549,16.46161,-5.20028,0.2606522,0.3189137,0.2841431,22.63942,21.62213,19.38218,0.08688004,-8.358539,-7.329181,0.2837278,0.18623,0.3119989,0.3174033,0.2995094,0.3398283,0.2805561,0.2894866,0.2823867,23.38564,22.16437,22.36826,22.17024,21.15951,21.53663,19.93772,18.9825,19.22633,336.4213,16.05015,54.52577,19.75428
"2013-08-19 23:00:00",3970,12.26,168.4,18.53066,48.19653,7.377172,0,1.780464,0.3378558,2.516001,1.735015,27.43848,12.94143,0.290659,-3.370276,1.153168,-0.2228243,-66.30818,-13.23675,290.934,17.78402,-3.147452,-53.07143,-0.05385464,-69.67846,-13.45957,-56.21889,339.9138,392.9852,0,5.106254,15.38473,-6.977096,0.2604235,0.3190402,0.2841706,22.38363,21.6129,19.38495,-2.372509,-9.966679,-8.592098,0.283545,0.18611,0.3116155,0.3176683,0.2996167,0.3398356,0.2806361,0.2894839,0.2823917,23.16342,21.94944,22.03801,22.17539,21.15079,21.51252,19.94133,18.98416,19.22936,341.7556,16.66556,54.472,18.48247
"2013-08-19 23:30:00",3971,12.27,163.7,18.41104,49.01059,7.521924,0,1.712687,0.3876607,2.747232,1.69392,27.88165,8.479077,0.2740844,-2.30894,0.4780051,0.5290359,-55.59646,-10.30391,290.6205,17.47057,-2.837976,-45.29255,-0.2566784,-57.90539,-9.77487,-48.13052,348.8756,394.1682,0,6.910747,15.60149,-8.416432,0.2602644,0.31904,0.2841706,22.14112,21.58858,19.39001,-4.296027,-11.36271,-9.590566,0.2833028,0.1862405,0.31125,0.3176478,0.2996139,0.3398583,0.2806539,0.2894783,0.2823794,22.94179,21.74221,21.73936,22.16203,21.13132,21.47241,19.94807,18.98916,19.23281,341.6248,16.80871,54.39937,18.32592
"2013-08-20 00:00:00",3972,12.23,162.1,18.46756,48.97351,7.563607,0,1.734735,0.343166,3.037138,1.714795,22.66943,8.684144,0.305819,-2.088859,0.4258316,1.22096,-57.17363,-7.464664,290.6778,17.52778,-3.309819,-49.70897,-0.6574066,-59.26249,-6.243703,-53.01879,347.6172,397.3262,0,6.669114,16.17799,-9.493849,0.2599865,0.3190489,0.284167,21.90701,21.55276,19.39447,-5.871341,-12.38949,-10.22071,0.2830577,0.1860689,0.3108328,0.31765,0.2996133,0.3398833,0.2806528,0.2894745,0.2823739,22.72227,21.53982,21.45894,22.13466,21.0992,21.42442,19.95121,18.99328,19.2389,340.0179,16.86246,54.37689,18.34625
