file_info,,,,,,,corrected_fluxes_and_quality_flags,,,,,,,,,,,,,,,storage_fluxes,,,,vertical_advection_fluxes,,gas_densities_concentrations_and_timelags,,,,,,,,,,air_properties,,,,,,,,,,,,,unrotated_wind,,,rotated_wind,,,,,,rotation_angles_for_tilt_correction,,,turbulence,,,,,,footprint,,,,,,,,uncorrected_fluxes,,,,,,,,,,statistical_flags,,,,,,,,,,,,spikes,,,,,,variances,,,,,,covariances,,,custom_variables
filename,date,time,DOY,daytime,file_records,used_records,Tau,qc_Tau,rand_err_Tau,H,qc_H,rand_err_H,LE,qc_LE,rand_err_LE,co2_flux,qc_co2_flux,rand_err_co2_flux,h2o_flux,qc_h2o_flux,rand_err_h2o_flux,H_strg,LE_strg,co2_strg,h2o_strg,co2_v-adv,h2o_v-adv,co2_molar_density,co2_mole_fraction,co2_mixing_ratio,co2_time_lag,co2_def_timelag,h2o_molar_density,h2o_mole_fraction,h2o_mixing_ratio,h2o_time_lag,h2o_def_timelag,sonic_temperature,air_temperature,air_pressure,air_density,air_heat_capacity,air_molar_volume,water_vapor_density,e,es,specific_humidity,RH,VPD,Tdew,u_unrot,v_unrot,w_unrot,u_rot,v_rot,w_rot,wind_speed,max_speed,wind_dir,yaw,pitch,roll,u*,TKE,L,(z-d)/L,bowen_ratio,T*,model,x_peak,x_offset,x_10%,x_30%,x_50%,x_70%,x_90%,un_Tau,Tau_scf,un_H,H_scf,un_LE,LE_scf,un_co2_flux,co2_scf,un_h2o_flux,h2o_scf,spikes,amplitude_resolution,drop_out,absolute_limits,skweness_kurtosis,skweness_kurtosis,discontinuities,discontinuities,timelag,timelag,attack_angle,non_steady_wind,u_spikes,v_spikes,w_spikes,ts_spikes,co2_spikes,h2o_spikes,u_var,v_var,w_var,ts_var,co2_var,h2o_var,w/ts_cov,w/co2_cov,w/h2o_cov,co2,h2o,co2,h2o,dew point
,[yyyy-mm-dd],[HH:MM],[ddd.ddd],[T/F],[#],[#],[kg+1m-1s-2],[#],[kg+1m-1s-2],[W+1m-2],[#],[W+1m-2],[W+1m-2],[#],[W+1m-2],[µmol+1s-1m-2],[#],[µmol+1s-1m-2],[mmol+1s-1m-2],[#],[mmol+1s-1m-2],[W+1m-2],[W+1m-2],[µmol+1s-1m-2],[mmol+1s-1m-2],[µmol+1s-1m-2],[mmol+1s-1m-2],[mmol+1m-3],[µmol+1mol_a-1],[µmol+1mol_d-1],[s],[T/F],[mmol+1m-3],[mmol+1mol_a-1],[mmol+1mol_d-1],[s],[T/F],[K],[K],[Pa],[kg+1m-3],[J+1kg-1K-1],[m+3mol-1],[kg+1m-3],[Pa],[Pa],[kg+1kg-1],[%],[Pa],[K],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[deg_from_north],[°],[°],[°],[m+1s-1],[m+2s-2],[m],[#],[#],[K],--,[m],[m],[m],[m],[m],[m],[m],[kg+1m-1s-2],[#],[W+1m-2],[#],[W+1m-2],[#],[µmol+1s-1m-2],[#],[mmol+1s-1m-2],[#],HFu/v/w/ts/co2/h2o/ch4/none,HFu/v/w/ts/co2/h2o/ch4/none,HFu/v/w/ts/co2/h2o/ch4/none,HFu/v/w/ts/co2/h2o/ch4/none,HFu/v/w/ts/co2/h2o/ch4/none,SFu/v/w/ts/co2/h2o/ch4/none,HFu/v/w/ts/co2/h2o/ch4/none,SFu/v/w/ts/co2/h2o/ch4/none,HFco2/h2o/ch4/none,SFco2/h2o/ch4/none,HFaa,HFU,[#],[#],[#],[#],[#],[#],[m+2s-2],[m+2s-2],[m+2s-2],[K+2],--,--,[m+1K+1s-1],--,--,--,--,--,--,--
2013-03-22T143000_AIU-0690.ghg,2013-03-22,15:00,81.624,T,36000,36000,6.77691316344837119E-002,2,5.02777508659863100E-003,14.896130243814715,2,1.3964966952979108,4.6292113954351484,4,0.98158369777631860,0.62161338419750523,8,-9999.0,0.10186683754606224,4,2.15999699598605384E-002,-9999.0,-9999.0,-9999.0,-9999.0,9.79782510266391309E-011,4.42374336598260588E-013,17.537518439167940,395.41240985314835,396.11960108915531,0.34999999999999998,F,79.182349182752105,1.7852972538155154,1.7884902405304102,1.1000000000000001,F,264.13654120127359,263.98698740705453,99318.346639054856,1.3098198441566224,1006.0098740130427,2.21110326325533631E-002,1.45497759419907784E-003,177.25985564391698,305.11440725094332,1.11082268350875439E-003,58.096193241418611,127.85455160702632,257.24730664542290,-1.5160840333338153,-0.87704826366659849,-3.70850640787481894E-002,1.7518846294513362,-4.41544567179617592E-014,5.58677964425209015E-015,1.7518846294513362,4.5344927756239173,329.95079834888941,210.04920165111059,-1.2129659361487350,-9999.0,0.22552708572763938,0.57884536730397063,-68.397395061189215,-2.03706588350848067E-002,3.2178548291192199,5.01257569238249684E-002,kljun_04,32.367576542181688,-4.9119046151855681,11.110741613652566,27.667317603422227,42.194405048064660,59.178253028176641,88.659806725801403,6.66206678092806370E-002,1.0172388518903901,14.856378453933553,1.0176278836053432,3.9054365937456592,1.1853249398155830,0.52442445384994429,1.1853249398155830,8.59400103079844407E-002,1.1853249398155830,HF00000099,HF00000099,HF00000099,HF00000099,HF00001099,SF00111099,HF00000000,SF00000000,HF1000,SF1100,HF0,HF1,21,16,11,84,9,0,0.52430177628692209,0.56783000950598839,6.55589488150306599E-002,3.05487275026315938E-002,7.3730165331348401,5.27226916788493989E-003,1.12745481318007306E-002,1.16162985692676371E-002,1.90361988548523055E-003,17.539007347164592,79.188603889922987,395.41307127603892,1.7852917425038335,-15.994007658799450
2013-03-22T150000_AIU-0690.ghg,2013-03-22,15:30,81.645,T,36000,36000,7.78435775954188919E-002,2,5.24297005740679504E-003,16.735656371796534,1,1.4679424353554524,4.0498209956128237,2,0.97729513606144225,-1.7395167239374436,4,1.0187350496838046,8.91434663040260311E-002,2,2.15119325335510758E-002,0.32068664146232878,0.0000000000000000,-0.0000000000000000,0.0000000000000000,5.02884138727767368E-011,2.29296101028246957E-013,17.477142350060717,395.24993174862078,395.96353320304706,0.29999999999999999,F,79.689142873403966,1.8021898346390473,1.8054435867180447,1.0000000000000000,F,264.45140957217745,264.30026138235178,99318.346639054856,1.3082589754710205,1006.0215820481951,2.21373904579127458E-002,1.46699591527588982E-003,178.93613831819150,312.69621420517007,1.12133449323190615E-003,57.223634374027220,133.76007588697857,257.36040211046270,-1.3348584610274283,-0.46846219118949667,-1.35321517579655541E-002,1.4147392179062170,-1.97798591925490183E-014,2.87738194640281268E-015,1.4147392179062170,5.0312684658976030,340.66172132723580,199.33827867276418,-0.54804941921696249,-9999.0,0.24167348980516273,0.51202264719661228,-74.914083913220551,-1.85986389637224914E-002,4.1324434808171251,5.26153805670762503E-002,kljun_04,32.407374102712367,-4.9179440485360697,11.124402828335532,27.701335959588270,42.246285187647175,59.251015661607639,88.768818409768841,7.64102727233430673E-002,1.0187580127774882,16.626442268715465,1.0184883906084743,3.4388928254983906,1.1776525763131025,-1.4771051827385111,1.1776525763131025,7.56958954593459493E-002,1.1776525763131025,HF00000099,HF00000099,HF00000099,HF00000099,HF00011099,SF00111099,HF00001000,SF00001000,HF1100,SF1100,HF0,HF1,11,5,7,34,20,1,0.52836626075378013,0.42062769460893817,7.50513390305063699E-002,4.65443746303014425E-002,30.646503808459524,4.37850179239239294E-003,1.26327618227548514E-002,-3.27582728690336972E-002,1.67873407222488480E-003,17.518676785684839,79.694199836141308,396.15967957000720,1.8021849794146607,-15.883952986054966
2013-03-22T153000_AIU-0690.ghg,2013-03-22,16:00,81.666,T,36000,36000,8.80903316063340602E-002,1,5.48806695377267607E-003,8.9115411069075172,1,0.92389579124097654,8.1188290200831439,2,1.1478067030750616,-0.48143075838551264,6,0.40856195022275871,0.17871972252226948,2,2.52666603737240932E-002,6.36605482768155539E-002,0.0000000000000000,-0.0000000000000000,0.0000000000000000,-1.18571179884602702E-011,-5.41456882896011645E-014,17.473384915470984,395.20324627007653,395.91775941611667,0.25000000000000000,F,79.792446521835586,1.8047009234793658,1.8079637573418579,1.2000000000000000,F,264.51385943561132,264.36246499724251,99318.346639054856,1.3079499063034814,1006.0234615622562,2.21426181744642098E-002,1.46869313023730583E-003,179.18531686630979,314.22148167154199,1.12289707974223244E-003,57.025164515522683,135.03616480523220,257.37713282902729,-1.3377041056681114,-1.2402163584840733,-4.37265469137727847E-002,1.8246920017027921,-2.90485837613979018E-014,-6.78581628334756416E-016,1.8246920017027921,4.4454292204288661,317.16568982164404,222.83431017835596,-1.3731558195467606,-9999.0,0.25733879637491819,0.48123368587569032,-169.85665366461370,-8.20279906579995596E-003,1.0976387216510510,2.63177240715470780E-002,kljun_04,33.743912160050250,-5.1207688551339201,11.583193093109969,28.843788588787667,43.988597531605784,61.694633497371562,92.429803213213376,8.66167016368620951E-002,1.0170132311854834,9.1315488824824946,1.0175139458292777,6.8388896300034618,1.1871560237592302,-0.40553284383043547,1.1871560237592302,0.15054442629734407,1.1871560237592302,HF00000099,HF00000099,HF00000099,HF00000099,HF00001099,SF00111099,HF00000000,SF00000000,HF0000,SF0000,HF0,HF0,13,15,13,51,11,0,0.52219248719668854,0.36335617746125187,7.69187070934401612E-002,1.57699191913494886E-002,1.2272803842978419,4.47174499858202148E-003,6.93977241254950094E-003,-8.99578868132139275E-003,3.33947266349634165E-003,17.474847291929741,79.798895400286739,395.20322090802824,1.8046963316932485,-15.870217243962838
2013-03-22T160000_AIU-0690.ghg,2013-03-22,16:30,81.687,T,36000,36000,0.11416352598813367,5,6.37161603390735184E-003,6.5108821205715630,5,1.5789453388705810,4.8233481651825620,5,0.90908576776859129,0.13917187279368559,7,0.66277293420086980,0.10618829060321244,5,2.00139530436326853E-002,0.12259074886955590,-0.0000000000000000,0.0000000000000000,-0.0000000000000000,-6.07321802039409000E-011,-2.76280200292923441E-013,17.533641911567578,396.17089866782396,396.88618420191449,0.25000000000000000,T,79.763283368476010,1.8022434707040438,1.8054974166345463,1.2000000000000000,F,264.63356115976967,264.48230436109611,99318.346639054856,1.3073584752874223,1006.0231760591480,2.21526384795571775E-002,1.46602978821249851E-003,178.94146069748152,317.17872976979572,1.12136786958159452E-003,56.416601714545905,138.23726907231421,257.36075969105593,-1.3994729207115111,-0.82768383540385893,-3.04551064055314409E-002,1.6261957141439143,7.16742153609886105E-014,-3.46375159879783360E-015,1.6261957141439143,4.8377888497555057,329.39885171878774,210.60114828121226,-1.0730879831871549,-9999.0,0.29292448966299384,0.56408149877306579,-342.88388593458052,-4.06347471302816003E-003,1.3498677469668268,1.68997966181538908E-002,kljun_04,35.717900525651146,-5.4203292053097103,12.260799420848633,30.531124153913023,46.561890732898917,65.303713800988660,97.836863168569536,0.11217757581893355,1.0177036288643433,6.6200634056330028,1.0178778336113086,4.0796752064560025,1.1822872952115679,0.11771408976257422,1.1822872952115679,8.98159787669969567E-002,1.1822872952115679,HF00000099,HF00000099,HF00000099,HF00000099,HF00001099,SF00111099,HF00000000,SF00000000,HF0100,SF0100,HF0,HF1,5,9,6,32,7,0,0.66128518798641900,0.38041953183129135,8.64582777284213094E-002,3.29325992505637710E-002,8.7149526108760629,3.61753914384118410E-003,5.03337718893551861E-003,2.61238439679004845E-003,1.99325214157947085E-003,17.535092414917397,79.769696471265661,396.17088081454216,1.8022395999352896,-15.888097970644656
2013-03-22T163000_AIU-0690.ghg,2013-03-22,17:00,81.708,T,36000,36000,4.30029538029195052E-002,1,3.86931130937575099E-003,8.4937006209345665,1,1.8411348731783483,1.4096287093174680,2,0.59821572945810331,4.1879470805330445,2,0.67118814730584686,3.10377050414007774E-002,2,1.31717261710973116E-002,0.14233012721600630,-0.0000000000000000,-0.0000000000000000,-0.0000000000000000,-5.06992066008735715E-011,-2.28430941528285222E-013,17.539926647820380,396.14890527324559,396.85725307239386,0.25000000000000000,T,79.028099789428111,1.7848931666596877,1.7880847068343249,1.2500000000000000,F,264.77139285151168,264.62151352110970,99318.346639054856,1.3066792751010869,1006.0150807223246,2.21641764554087878E-002,1.45116041099050156E-003,177.21975709247801,320.64511321867093,1.11057123093824019E-003,55.269751443746195,143.42535612619292,257.24458959465647,-1.4204408135660962,-3.06424209182114583E-002,1.07678119489505817E-002,1.4208120947465852,-2.45665466181357448E-014,-2.89050277226636920E-015,1.4208120947465852,4.3093617276313605,358.76418003210398,181.23581996789591,0.43422778249349869,-9999.0,0.17973673646991342,0.42411705833042396,-60.720147652280509,-2.29462551372381363E-002,6.0254878215747709,3.59489825675782040E-002,kormann_meixner_01,8.2967583467406030,5.0000000000000000,5.0000000000000000,15.000000000000000,20.000000000000000,40.000000000000000,110.00000000000000,4.22126587166770026E-002,1.0187217557545192,8.4089656433899798,1.0184668549466447,1.1968581620634915,1.1777742375814531,3.5558148131453016,1.1777742375814531,2.63528476434807882E-002,1.1777742375814531,HF00000099,HF00000099,HF00000099,HF00000099,HF00001099,SF00001099,HF00000000,SF00000000,HF1100,SF1100,HF0,HF0,6,30,8,14,35,1,0.43936274233383327,0.34990754862190909,5.89638257051056311E-002,5.43623656468194272E-002,9.1790067993557987,2.87855974870819108E-003,6.39689296588661152E-003,7.89525868564946304E-002,5.85133254070525194E-004,17.541249980812584,79.034265033438089,396.14692922370409,1.7848900871081357,-16.001542160126895
2013-03-22T170000_AIU-0690.ghg,2013-03-22,17:30,81.729,T,36000,36000,5.75556513801660924E-002,1,3.47975605037285224E-003,0.14545479566812558,6,-9999.0,4.4094316490354446,4,0.94820160575605172,-2.1195066395302651,7,1.4722479315516612,9.70872555440143586E-002,4,2.08775867124326928E-002,-1.31585664925535639E-002,0.0000000000000000,0.0000000000000000,0.0000000000000000,-1.59061448004693630E-010,-7.14945338821839397E-013,17.722748941935301,399.91214303653686,400.63228553870550,0.25000000000000000,T,79.659759835534985,1.7975148987313878,1.8007517768792454,1.3500000000000001,F,264.75957610575352,264.60864414097631,99318.346639054856,1.3067365983479162,1006.0217377010706,2.21631872683395494E-002,1.46148740422355158E-003,178.47223740665973,320.32322241552754,1.11842540116446117E-003,55.716296826941615,141.85098500886784,257.32919866854462,-1.0950433422971138,-0.48716921218691778,-2.87040140249599611E-002,1.1988651647425907,-8.71627151080792497E-015,-8.97498737502988758E-015,1.1988651647425907,4.0838988026079051,336.01639878475703,203.98360121524297,-1.3719441330423643,-9999.0,0.20776810261635453,0.37899738578754516,-5476.8215841688843,-2.54399377191220899E-004,3.29871981800519687E-002,5.32541860523435911E-004,kljun_04,31.849252142542422,-4.8332468878319776,10.932817620209981,27.224261702473513,41.518716843970275,58.230590714547560,87.240035893301908,5.64086624824291505E-002,1.0203335595502592,0.34535441663534117,1.0194555569658184,3.7567764761104883,1.1737274434811917,-1.8057911581618640,1.1737274434811917,8.27170362959738781E-002,1.1737274434811917,HF00000099,HF00000099,HF00000099,HF00000099,HF00001099,SF00101099,HF00000000,SF00000000,HF0000,SF0000,HF0,HF1,7,20,8,19,12,0,0.29108330187402248,0.40897931596717008,5.79321537338977344E-002,5.03117229065953436E-002,23.309201220814778,3.53857689792660534E-003,2.62705759835837709E-004,-4.00941356245117578E-002,1.83657343581431105E-003,17.724055152953461,79.665780731627308,399.90887827946807,1.7975105632320012,-15.916381313456419
2013-03-22T173000_AIU-0690.ghg,2013-03-22,18:00,81.749,F,36000,36000,7.25481898411408227E-002,1,4.43981806971842623E-003,-5.4195791359786156,1,1.3876895146628601,5.4638031216605754,4,0.90526945401499470,-2.82086876014790607E-002,7,-9999.0,0.12030038933473856,4,1.99319531370214451E-002,-1.90767789979352544E-002,0.0000000000000000,0.0000000000000000,0.0000000000000000,1.29034023078353335E-010,5.90149820886170164E-013,17.839644218447660,401.60229582768795,402.34130332915976,0.25000000000000000,T,81.591370934756739,1.8367676779810849,1.8401476016184521,1.7500000000000000,F,264.74420543501111,264.58998803951437,99318.346639054856,1.3068093668710012,1006.0426306733618,2.21619005800198499E-002,1.49348897242888488E-003,182.36730684924117,319.85705316762142,1.14285144435784507E-003,57.015252608380464,137.48974631838024,257.58897545508177,-1.1539990698454263,-0.55253565549536032,-2.27755722991883416E-002,1.2796594197251769,3.90180663464616512E-015,7.23299307420724947E-015,1.2796594197251769,4.4591562856405442,334.41486409329889,205.58513590670114,-1.0198128141644494,-9999.0,0.23392598289501570,0.43776731670889651,209.79369201516738,6.64128643057232231E-003,-0.99190600673244622,-1.76221330672886416E-002,kljun_04,34.353509736703650,-5.2132776392335751,11.792448214625722,29.364863428652995,44.783269540247254,62.809172288669231,94.099585418136044,7.15103929686094347E-002,1.0145125320872861,-5.0949500582061367,1.0154180377015352,4.5516851241739955,1.2003912776484300,-2.34995772851165352E-002,1.2003912776484300,0.10021764700790510,1.2003912776484300,HF00000099,HF00000099,HF00000099,HF00000099,HF00001099,SF00101099,HF00000000,SF00000000,HF0000,SF0000,HF0,HF1,25,5,16,17,9,0,0.41518880178166900,0.39956884455684089,6.07769870792831679E-002,4.53124840580125532E-002,14.674075748856101,3.23431763640932238E-003,-3.87535336184834881E-003,-5.21753333466115849E-004,2.22509923323693922E-003,17.841005891295755,81.597842906165525,401.60102954667849,1.8367643303952632,-15.652634189764640
2013-03-22T180000_AIU-0690.ghg,2013-03-22,18:30,81.770,F,36000,36000,8.39658363771396687E-002,1,4.84847043661169440E-003,-13.791608781186344,4,1.8188496143141366,1.0303506677269125,6,0.48283824027455791,0.55677728814251337,8,0.19732704208134932,2.26785764877301850E-002,6,1.06275312922588915E-002,-0.35422072956029510,0.0000000000000000,-0.0000000000000000,0.0000000000000000,-9.74511780014751264E-011,-4.56078118066732795E-013,17.777349996159518,398.02073341384772,398.76353577652117,0.25000000000000000,T,83.199202890490909,1.8627640093194218,1.8662403747221930,1.2500000000000000,F,264.40022766198058,264.24403183148434,99318.346639054856,1.3085074370034036,1006.0535991083807,2.21331059886703888E-002,1.51659726566396344E-003,184.94688002342315,311.32296630502685,1.15902838820473495E-003,59.406757624882900,126.37608628160368,257.75830262000596,-1.3901113281062492,-0.56630869463821720,-3.55977185794823514E-002,1.5014600360050114,-6.85844477313534980E-014,-5.48176066863327327E-015,1.5014600360050114,4.4383549882959921,337.83481921624298,202.16518078375705,-1.3585377646914203,-9999.0,0.25152485067717328,0.39522234232352454,102.48276672211830,1.35954565295639263E-002,-13.385354339229405,-4.16520820303842090E-002,kljun_04,34.908916760730236,-5.2975627979036224,11.983101473028466,29.839616999186436,45.507298690461120,63.824633466574788,95.620931303892334,8.27823965401109640E-002,1.0142957909711552,-13.541676197790601,1.0156315857454450,0.84878346140768113,1.2139146373305951,0.45866263658115997,1.2139146373305951,1.86821838952370596E-002,1.2139146373305951,HF00000099,HF00000099,HF00000099,HF00000099,HF00000099,SF00000099,HF00000000,SF00000000,HF1000,SF1000,HF0,HF1,9,18,9,0,3,0,0.46085261363176355,0.26208785579508681,6.75042152201987128E-002,9.42583966343024104E-002,0.46932626992691445,1.42892783492647776E-003,-1.02866771722363703E-002,1.01705679967063686E-002,4.14266187125663862E-004,17.778908249735416,83.205392876365678,398.02069473234826,1.8627623655234324,-15.482703424904113
2013-03-22T183000_AIU-0690.ghg,2013-03-22,19:00,81.791,F,36000,36000,6.05792144223719978E-002,1,4.00686359334037276E-003,-16.796322388176076,1,1.6740769907802870,0.36832976735627165,2,0.27975782110775715,0.65764094985671184,4,0.21258727031618227,8.10439461457218048E-003,2,6.15553772654250583E-003,-0.36917932900001182,-0.0000000000000000,-0.0000000000000000,-0.0000000000000000,-1.37886671231104646E-011,-6.47196766332815643E-014,17.755460373990864,395.82018609960568,396.55693167387420,0.29999999999999999,F,83.338559385028631,1.8578557463582470,1.8613137988953006,1.3500000000000001,F,264.03952794011434,263.88395600328039,99318.346639054856,1.3102953542751015,1006.0479398505980,2.21029115926793390E-002,1.51466746734311552E-003,184.45984443149382,302.65673229359822,1.15597408050117012E-003,60.946882969897011,118.19688786210442,257.72649505730737,-1.4274980473288348,-0.99436580038655020,-7.57363930360936688E-002,1.7413357003565022,1.01050309922245269E-014,-7.76587417767484722E-016,1.7413357003565022,4.3036671462894311,325.13972366152461,214.86027633847536,-2.4927674480287205,-9999.0,0.21346250028692346,0.37818329256400207,51.436570817205627,2.70877311193913929E-002,-45.601316745951785,-5.96904334510098139E-002,kljun_04,31.167479418854928,-4.7297852467163990,10.698787106301841,26.641492632474407,40.629957241702776,56.984092735389062,85.372554778851381,5.97052313111531216E-002,1.0146383003972319,-16.519172125655306,1.0163913406570138,0.29814407099671597,1.2354086604000547,0.53232664699286802,1.2354086604000547,6.56009211716856826E-003,1.2354086604000547,HF00000099,HF00000099,HF00000099,HF00000099,HF00000099,SF00100099,HF00000000,SF00000000,HF1000,SF1000,HF0,HF0,18,14,9,1,0,0,0.47259992887456609,0.21921624622539954,6.45504100280384491E-002,9.30008037186488695E-002,0.64993816020299922,6.54560987002904965E-004,-1.25314233249623173E-002,1.17878619237759431E-002,1.45266934355570821E-004,17.756907006265962,83.345565237474204,395.82015429169991,1.8578549084325235,-15.510496035099035
