file_info,,,,,,,corrected_fluxes_and_quality_flags,,,,,,,,,,,,,,,storage_fluxes,,,,vertical_advection_fluxes,,gas_densities_concentrations_and_timelags,,,,,,,,,,air_properties,,,,,,,,,,,,,unrotated_wind,,,rotated_wind,,,,,,rotation_angles_for_tilt_correction,,,turbulence,,,,,,footprint,,,,,,,,uncorrected_fluxes,,,,,,,,,,statistical_flags,,,,,,,,,,,,spikes,,,,,,diagnostic_flags_LI-7200,,,,,,,,,RSSI_LI-7200,variances,,,,,,covariances,,,custom_variables
filename,date,time,DOY,daytime,file_records,used_records,Tau,qc_Tau,rand_err_Tau,H,qc_H,rand_err_H,LE,qc_LE,rand_err_LE,co2_flux,qc_co2_flux,rand_err_co2_flux,h2o_flux,qc_h2o_flux,rand_err_h2o_flux,H_strg,LE_strg,co2_strg,h2o_strg,co2_v-adv,h2o_v-adv,co2_molar_density,co2_mole_fraction,co2_mixing_ratio,co2_time_lag,co2_def_timelag,h2o_molar_density,h2o_mole_fraction,h2o_mixing_ratio,h2o_time_lag,h2o_def_timelag,sonic_temperature,air_temperature,air_pressure,air_density,air_heat_capacity,air_molar_volume,water_vapor_density,e,es,specific_humidity,RH,VPD,Tdew,u_unrot,v_unrot,w_unrot,u_rot,v_rot,w_rot,wind_speed,max_speed,wind_dir,yaw,pitch,roll,u*,TKE,L,(z-d)/L,bowen_ratio,T*,model,x_peak,x_offset,x_10%,x_30%,x_50%,x_70%,x_90%,un_Tau,Tau_scf,un_H,H_scf,un_LE,LE_scf,un_co2_flux,co2_scf,un_h2o_flux,h2o_scf,spikes,amplitude_resolution,drop_out,absolute_limits,skweness_kurtosis,skweness_kurtosis,discontinuities,discontinuities,timelag,timelag,attack_angle,non_steady_wind,u_spikes,v_spikes,w_spikes,ts_spikes,co2_spikes,h2o_spikes,head_detect,t_out,t_in,aux_in,delta_p,chopper,detector,pll,sync,mean_value,u_var,v_var,w_var,ts_var,co2_var,h2o_var,w/ts_cov,w/co2_cov,w/h2o_cov,co2,h2o,co2,h2o,co2_signal_strength_7200,h2o_signal_strength_7200,flowrate
2013-08-17T013000_AIU-0690.ghg,2013-08-17,02:00,229.083,F,35071,35071,1.22782881846365691E-003,5,3.41520554446948798E-004,4.8066791899787322,6,1.6280270231590988,0.64059076653309999,5,0.43325146086472821,-2.1094830600710326,6,0.61157027545862996,1.44063313180707239E-002,5,9.74344997670664736E-003,0.70817515528066699,-0.0000000000000000,-0.0000000000000000,-0.0000000000000000,2.34181834940330679E-011,7.07213169872564451E-013,17.075237500093476,405.02640340951541,410.04183883244974,0.25000000000000000,T,515.66052686558294,12.231521147244925,12.382983876395043,0.10000000000000001,F,287.99728996187883,286.88310248045678,100349.48926463460,1.2130225660675760,1012.0539833307078,2.38607040881762024E-002,9.23744806671830850E-003,1222.9877379588527,1565.8845457906687,7.61523183914428713E-003,78.102037678730937,342.89680783181581,283.10894849786001,0.77455850442620844,7.44050841320492012E-002,-4.79604538053793241E-003,0.77813880212659581,4.75604475310092509E-014,1.37147044039093866E-015,0.77813880212659581,1.0869182622939884,174.51293035068235,5.4870696493176707,-0.35314380643644172,-9999.0,3.14030749711531262E-002,1.68343549062732849E-002,-0.57767900269232797,-2.4118930989466345,7.5035099490937887,0.12468103604200742,kormann_meixner_01,15.575132517917071,10.000000000000000,10.000000000000000,20.000000000000000,30.000000000000000,45.000000000000000,95.000000000000000,1.19622598529990003E-003,1.0264187816951944,4.7479157747182104,1.0233582986525624,0.53966726428769973,1.1870106062086385,-1.7771391839613040,1.1870106062086385,1.21366491948080805E-002,1.1870106062086385,HF00000099,HF00000099,HF00000099,HF00000099,HF00100099,SF01100099,HF00000000,SF00000000,HF0100,SF0100,HF0,HF1,22,32,9,17,16,2,0,0,0,0,0,0,0,0,0,67,2.47458478184332219E-002,7.49774285832174262E-003,1.42511913579160179E-003,0.51413529093906929,65.389094119570373,1.80367322380519043E-002,3.86750111405605211E-003,-4.29269551917572101E-002,2.93161841720410176E-004,16.727949157686151,505.16917515508027,405.02655153835428,12.231499480733440,59.178426543448936,70.600855078091769,3.05838626508015072E-004
2013-08-17T020000_AIU-0690.ghg,2013-08-17,02:30,229.104,F,35339,35339,3.50241024440157034E-004,7,4.51268838684722219E-005,0.86845841509397481,5,0.18830611959430874,-5.72571871847900801E-002,6,-9999.0,-0.56375030285273875,5,0.12953009200609819,-1.28738250274902785E-003,6,-9999.0,-0.21797344592210280,-0.0000000000000000,-0.0000000000000000,-0.0000000000000000,8.95756055387359731E-013,2.68181066266567298E-014,16.950859356638183,402.10758444215219,407.00743652333369,0.25000000000000000,T,507.49302882825879,12.038728636105837,12.185425669050980,0.25000000000000000,T,287.75075257967706,286.65501098873187,100358.12589490364,1.2141799060017853,1011.9427251731064,2.38382267067516369E-002,9.10042078248071706E-003,1203.8887110263504,1542.8239299438792,7.49511727009863436E-003,78.031503638275979,338.93521891752863,282.87419488170082,0.84644069391713495,0.23794710422141083,-2.11604363395828709E-003,0.87925260896226043,-3.57592068847876281E-015,5.28442857403904790E-017,0.87925260896226043,1.0828236156227631,164.29853484071054,15.701465159289443,-0.13789039155688565,-9999.0,1.67806402666908390E-002,3.66453665113485863E-003,-0.48786767125378466,-2.8558973715542977,-15.167675147770339,4.21212767240996683E-002,kormann_meixner_01,32.635067512724483,15.000000000000000,25.000000000000000,40.000000000000000,60.000000000000000,90.000000000000000,195.00000000000000,3.41900783451594414E-004,1.0243937463505211,0.85007028815248509,1.0220478202112713,-4.82466990452850020E-002,1.1867586450017589,-0.47503366015244258,1.1867586450017589,-1.08478881377528950E-003,1.1867586450017589,HF00000099,HF00000099,HF00000099,HF00000099,HF00010099,SF00110099,HF00000000,SF00000000,HF0000,SF0000,HF0,HF0,12,12,4,25,5,0,0,0,0,0,0,0,0,0,0,67,2.55994192615473064E-003,4.35305086681480376E-003,4.16080509300183394E-004,5.02945692512527798E-002,20.380732683980668,3.94893489278659495E-003,6.91856241136983561E-004,-1.14614508065514886E-002,-2.61734160492813963E-005,16.606121880335948,497.17158022562245,402.10719637018713,12.038716383132037,59.211979655776368,70.634063906477877,3.05204286331673975E-004
2013-08-17T023000_AIU-0690.ghg,2013-08-17,03:00,229.124,F,35447,35447,1.22457337134850605E-003,5,-9999.0,2.8064234669638073,5,0.58146949189742414,0.27863464558418388,5,0.19942466100625866,-2.1924347871466816,5,0.39900707842191019,6.26193562753259853E-003,5,4.48179869070304375E-003,-0.46867585424801217,-0.0000000000000000,0.0000000000000000,-0.0000000000000000,-2.89458173779554275E-012,-8.57759711872699255E-014,17.107177539796272,405.35819327047147,410.28659509542871,0.25000000000000000,T,506.94190065145921,12.012095651847753,12.158140397248092,0.25000000000000000,F,287.25690434398547,286.16545571050438,100367.36791547945,1.2163811925855093,1011.9186849019975,2.37951233784178956E-002,9.09673649985704748E-003,1201.3462045253757,1494.3070938136923,7.47852445870299341E-003,80.394867259805523,292.96088928831671,282.84269685057637,0.77797137182797127,0.14823813879662057,1.47010740467867686E-003,0.79196979891507047,-5.05241540563761202E-015,-1.69202764808040573E-016,0.79196979891507047,1.0909861041979909,169.21192729741531,10.788072702584676,0.10635632597012594,-9999.0,3.13235065663425849E-002,1.56828089657497539E-002,-0.98198753193445032,-1.4188571185372296,10.072054970335348,7.27892957496105719E-002,kormann_meixner_01,19.845678146364243,10.000000000000000,15.000000000000000,25.000000000000000,35.000000000000000,60.000000000000000,125.00000000000000,1.19346708105566774E-003,1.0260638025016355,2.7676302154069572,1.0231292795199649,0.23475819466879305,1.1869006148104591,-1.8471932357173819,1.1869006148104591,5.27587192170474346E-003,1.1869006148104591,HF00000099,HF00000099,HF00000099,HF00000099,HF00000099,SF00111099,HF00000000,SF00000000,HF0100,SF0100,HF0,HF0,6,6,11,17,2,0,0,0,0,0,0,0,0,0,0,67,1.01778219819134118E-002,2.09000649512034418E-002,2.87730998382655612E-004,0.14654890890961769,64.599920648445931,7.95374612330509469E-003,2.24849927371049280E-003,-4.44866737432618939E-002,1.27060877202142812E-004,16.760255110518798,496.65814145438395,405.35809892833299,12.012084046791077,59.229727321987099,70.661318716654591,3.04604896563327580E-004
2013-08-17T030000_AIU-0690.ghg,2013-08-17,03:30,229.145,F,35451,35451,7.52441182842397975E-004,7,1.61220468996996625E-004,1.0714953335574633,5,0.29850369638020469,0.56508515264088410,5,0.13713543173668774,-0.43054278238698829,5,0.14017494609122380,1.26952505255256975E-002,5,3.08089613341828040E-003,-0.33605906614271325,0.0000000000000000,0.0000000000000000,0.0000000000000000,-7.90138229769299945E-012,-2.35111491271499605E-013,17.291918426899034,408.91592298003383,413.95273284877584,0.25000000000000000,T,514.53385940842088,12.167596609591728,12.317470623387605,5.00000000000000028E-002,F,286.91911977515230,285.81488638618140,100374.19983921469,1.2178851346454338,1011.9984433954965,2.37655250615373612E-002,9.22597308891225446E-003,1216.9205390974416,1460.3816525036868,7.57540495935048706E-003,83.328939185941280,243.46111340624526,283.03472637063987,0.69075343656418742,0.10607079868686749,1.12334378056630512E-003,0.69885090424251806,3.01093705302763249E-015,-4.56940757099671183E-016,0.69885090424251806,0.92563090499545542,171.26996001721830,8.7300399827816992,9.20981641357981606E-002,-9999.0,2.45113794101270918E-002,1.15163375337420069E-002,-1.2325117662227334,-1.1304557393963326,1.8961661415981437,3.54679720464014803E-002,kormann_meixner_01,24.849489427651545,10.000000000000000,20.000000000000000,30.000000000000000,45.000000000000000,75.000000000000000,155.00000000000000,7.31714791683361074E-004,1.0283257785610078,1.0784647637395726,1.0245967117883388,0.47581710980599679,1.1876099892063239,-0.36252876474600781,1.1876099892063239,1.06897471736574854E-002,1.1876099892063239,HF00000099,HF00000099,HF00000099,HF00000099,HF00000099,SF00000199,HF00000000,SF00000000,HF0100,SF0100,HF0,HF1,0,0,1,5,13,0,0,0,0,0,0,0,0,0,0,67,1.02879152293592433E-002,1.25280106115301069E-002,2.16749226594664467E-004,4.98478542836931562E-002,19.758461330799896,3.25482313449500411E-003,8.75023639640095502E-004,-8.72142357067502358E-003,2.57165284609101540E-004,16.941566749088061,504.10937546658732,408.91551062735556,12.167589293857896,59.232135239630971,70.672221549498616,3.04214625406112448E-004
2013-08-17T033000_AIU-0690.ghg,2013-08-17,04:00,229.166,F,36000,36000,5.27429173848255393E-004,5,6.95743479728936585E-005,0.28902955888227300,5,0.13275166060224047,0.26751289585875881,5,6.02426073433039166E-002,-6.08921529859400498E-002,5,4.92326226860913541E-002,6.00959744083544561E-003,5,1.35333221135896229E-003,-6.14866101015887831E-002,-0.0000000000000000,-0.0000000000000000,-0.0000000000000000,-2.36960697808004690E-012,-7.08845744150761101E-014,16.989022826391132,401.69740573721896,406.58307130296703,0.25000000000000000,T,508.21071338694725,12.016401839090570,12.162551950719227,1.0000000000000000,F,286.84101726913457,285.75075933135196,100376.97930555555,1.2182611558709464,1011.9133557683339,2.37583979322198435E-002,9.11406423397122939E-003,1201.8903060512782,1454.2617708132507,7.48120728470202164E-003,82.646077217525871,252.37146476197236,282.84944242949291,0.79079371402412102,0.25023800476113095,4.81833806849332660E-003,0.82945582977554888,-5.49529012215743062E-015,-1.39478709416944559E-016,0.82945582977554888,1.0241613344417229,162.44059534182583,17.559404658174181,0.33283506892852616,-9999.0,2.05495948379876489E-002,4.24734201255509702E-003,-2.6924167968286361,-0.51749045751057210,1.0804322459089020,1.14092020545037282E-002,kormann_meixner_01,48.195261397177731,20.000000000000000,40.000000000000000,60.000000000000000,90.000000000000000,145.00000000000000,325.00000000000000,5.14454445299060664E-004,1.0252203643447038,0.29728920560317074,1.0225835472797600,0.22542270713242135,1.1867167210515850,-5.13114477159988952E-002,1.1867167210515850,5.06405390117884487E-003,1.1867167210515850,HF00000099,HF00000099,HF00000099,HF00000099,HF00000099,SF00000099,HF00000000,SF00000000,HF0100,SF0100,HF0,HF0,3,3,2,30,26,6,0,0,0,0,0,0,0,0,0,67,2.94076732667719783E-003,5.38132557956445216E-003,1.72591118868544553E-004,1.95397284193576590E-002,6.2921748464664606,9.79517043743619248E-004,2.41154525070891323E-004,-1.23385164224105916E-003,1.21771875487710021E-004,16.643623820210937,497.87882416339738,401.69684642140550,12.016396359260254,59.239982908195920,70.683402016109895,3.03992283992152547E-004
2013-08-17T040000_AIU-0690.ghg,2013-08-17,04:30,229.187,T,35447,35447,1.05128874819166731E-003,7,5.36763126903166182E-005,1.3392949261518234,5,0.29200254446329943,0.69434914853492269,5,0.12997728141686035,-0.11748913794318437,7,8.86040506180119231E-002,1.55908776263835331E-002,5,2.91850273462006303E-003,-0.47961158794305886,-0.0000000000000000,0.0000000000000000,-0.0000000000000000,1.14121701991664471E-012,3.34861085362223167E-014,17.212231382746193,406.45761182803136,411.36372650337677,0.25000000000000000,T,505.04911701659461,11.926464000722063,12.070421447590293,0.25000000000000000,T,286.33163275054017,285.25143146394123,100380.62288769148,1.2204791102434362,1011.8543007897138,2.37153459124419506E-002,9.06227072414657851E-003,1192.9721734350810,1407.3045267299613,7.42517479249523663E-003,84.770008962245939,214.33235329488025,282.73853755525943,0.69388405906414907,-7.31249014027298416E-002,-4.71934787032081242E-003,0.69774251043837177,1.27555989998604831E-014,6.63026771218412937E-017,0.69774251043837177,0.92472013469152403,186.01590467394735,353.98409532605262,-0.38753662379435422,-9999.0,2.89416914692744547E-002,1.73988547510387503E-002,-1.6231954008229676,-0.85836862234429101,1.9288493821555581,3.74717505000163528E-002,kormann_meixner_01,22.733741457464543,10.000000000000000,20.000000000000000,30.000000000000000,45.000000000000000,70.000000000000000,150.00000000000000,1.02229954926847896E-003,1.0283568538633632,1.3471738488029967,1.0246168991679203,0.58465426352555683,1.1876235099148829,-9.89279320949151969E-002,1.1876235099148829,1.31277947061699159E-002,1.1876235099148829,HF00000099,HF00000099,HF00000099,HF00000099,HF00000099,SF01000099,HF00000000,SF00000000,HF0100,SF0100,HF0,HF0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,67,5.86371315534417719E-003,2.88392413039880446E-002,9.47550427452769733E-005,7.74392750164933225E-002,35.387638076760176,6.24502104471545694E-003,1.09087580984598156E-003,-2.37432779705946213E-003,3.15074693515719176E-004,16.863730480059978,494.82213568118260,406.45748367770199,11.926452703343038,59.240494804738539,70.688760170126898,3.03857342552336853E-004
2013-08-17T043000_AIU-0690.ghg,2013-08-17,05:00,229.208,T,35421,35421,1.84628072800853556E-004,5,6.24382650114545408E-005,7.90605008416414845E-002,5,7.65599228452847475E-002,2.89579519192557436E-002,5,3.86356792588625347E-002,-0.12890651081077631,5,6.01934115720902663E-002,6.49990585012297098E-004,5,8.67216985297797425E-004,-0.35442620067496050,0.0000000000000000,0.0000000000000000,0.0000000000000000,-5.28872954188678593E-012,-1.54016443701602791E-013,17.389199577926849,410.02530503691679,414.98042304946136,0.25000000000000000,T,506.40189796021104,11.940606682436146,12.084907813429810,0.25000000000000000,T,285.96303832048022,284.88295224604110,100392.03310183225,1.2221901644907531,1011.8555204470910,2.36821252358229324E-002,9.08574437308980361E-003,1194.5172048287254,1373.5077019480286,7.43398583711851225E-003,86.968365967992526,178.99049711930306,282.75780359259414,0.78822038867876754,9.73677548636503742E-002,-3.09927579828335855E-003,0.79421751826975462,-2.49439538821215454E-015,-3.04138756829272716E-016,0.79421751826975462,0.98602220198623836,172.95800708476463,7.0419929152353840,-0.22358594389060091,-9999.0,1.21339380870267039E-002,5.19491574146988596E-003,-2.0265369645488769,-0.68752755285179779,2.7301827512556156,5.26866392294857242E-003,kormann_meixner_01,73.967809956454374,35.000000000000000,60.000000000000000,95.000000000000000,140.00000000000000,220.00000000000000,475.00000000000000,1.79946056561294359E-004,1.0260189988546060,7.90313614501727130E-002,1.0231000184243992,2.43980655869983319E-002,1.1868954043097319,-0.10860814722401342,1.1868954043097319,5.47639314005360931E-004,1.1868954043097319,HF00000099,HF00000099,HF00000099,HF00000099,HF00000099,SF00000199,HF00000000,SF00000000,HF0100,SF0100,HF0,HF0,0,4,4,2,0,0,0,0,0,0,0,0,0,0,0,67,7.50532822020153357E-003,2.80767280606285903E-003,7.68304566753792695E-005,1.62300974825670165E-002,9.7753385706169134,1.36920022292299614E-003,6.39060792436364544E-005,-2.60304413218464311E-003,1.31254361602818270E-005,17.037089129131914,496.14780341666028,410.02520902404029,11.940601782118037,59.239520267085837,70.691244170760044,3.03084427439828663E-004
2013-08-17T050000_AIU-0690.ghg,2013-08-17,05:30,229.229,T,35360,35360,4.64737036941298008E-004,7,5.40956560587432502E-005,0.89374913617376639,6,0.25121609761578434,0.63431332489442316,6,0.14321599320659190,-0.50986831256323883,5,0.12046477337428381,1.42312930580847600E-002,6,3.21315774072209554E-003,-0.45994078004080235,-0.0000000000000000,0.0000000000000000,-0.0000000000000000,1.36413127850721706E-013,3.88652288640436348E-015,17.585021963799523,414.06534115456748,419.00841026430288,0.25000000000000000,T,501.01182633258321,11.797064184505048,11.937896313543892,0.25000000000000000,F,285.47087985250198,284.40557490666390,100395.13946549773,1.2243453269050748,1011.7673471100516,2.36406354702994072E-002,8.99227520826268584E-003,1180.2480178230926,1330.7955095459288,7.34455795326433188E-003,88.687406093352138,150.54749172283601,282.57902987219171,0.77779594606286839,-8.15498598675435879E-003,-4.89878803319736180E-003,0.77785412233429441,4.89190767160702313E-015,7.75734759567212329E-018,0.77785412233429441,1.0190358661793739,180.60070917199741,359.39929082800234,-0.36084109657603664,-9999.0,1.92307836625565630E-002,8.79996851513295715E-003,-0.71363998739667123,-1.9523849904805641,1.4090026192064062,3.75175150613497876E-002,kormann_meixner_01,29.239345903801055,15.000000000000000,25.000000000000000,35.000000000000000,55.000000000000000,85.000000000000000,175.00000000000000,4.52791111143812004E-004,1.0263828628775618,0.90859701032874229,1.0233355061721918,0.53439293089109663,1.1869792585704866,-0.42955115591260457,1.1869792585704866,1.19895044124224363E-002,1.1869792585704866,HF00000099,HF00000099,HF00000099,HF00000099,HF00000099,SF00000099,HF00000000,SF00000000,HF0100,SF0100,HF0,HF0,7,3,1,27,7,0,0,0,0,0,0,0,0,0,0,67,4.96981862856121955E-003,1.25122590712475751E-002,1.17859330457121368E-004,9.32848963250501179E-002,21.770096163661222,1.18903466872128244E-002,7.33477365216050935E-004,-1.02756632725220613E-002,2.86811264387649403E-004,17.230369963205636,490.90247839160435,414.06562394865284,11.797046395977400,59.243282918800595,70.697605560376090,3.03563080399220451E-004
2013-08-17T053000_AIU-0690.ghg,2013-08-17,06:00,229.249,T,36000,36000,1.61915192740749600E-004,7,6.51458227438620125E-005,0.50079669526248161,5,0.16198411857453165,0.32648351853121510,5,0.13285464395820384,-0.19881228342517451,7,6.97926995843699688E-002,7.32409866931339835E-003,5,2.98036643749707017E-003,-0.11027752927834852,-0.0000000000000000,0.0000000000000000,-0.0000000000000000,-1.83989848418007236E-011,-5.23678008863908211E-013,17.618748219657334,414.43686147206500,419.38384596830861,0.25000000000000000,T,501.47065534739966,11.795839405358048,11.936642118831012,0.25000000000000000,T,285.35593936496315,284.29117356689761,100404.85391666666,1.2249570944940520,1011.7646671758574,2.36288305528473061E-002,8.99583368085594276E-003,1180.2401362175433,1320.7330468439827,7.34379491436107975E-003,89.362505090475281,140.49291062643942,282.57893060113793,0.69224427630132823,4.96307298239738043E-002,-4.35765718323230088E-003,0.69403482375952785,8.59240622794753718E-015,-1.04428445269868119E-015,0.69403482375952785,1.0528170464070423,175.89917300077590,4.1008269992240667,-0.35974708633459246,-9999.0,1.13372791895028132E-002,6.90333952809527463E-003,-0.26097444800669128,-5.3388368502815124,1.5339111068009408,3.56411925031546173E-002,kormann_meixner_01,28.827527353218137,15.000000000000000,20.000000000000000,35.000000000000000,50.000000000000000,80.000000000000000,170.00000000000000,1.57448511978412520E-004,1.0283691519609248,0.50702315383080387,1.0246258187569262,0.27491279774931371,1.1875893781741200,-0.16740827013023804,1.1875893781741200,6.16719785804581942E-003,1.1875893781741200,HF00000099,HF00000099,HF00000099,HF00000099,HF00000099,SF00110099,HF00000000,SF00000000,HF0100,SF0100,HF0,HF1,32,3,1,30,19,0,0,0,0,0,0,0,0,0,0,67,9.07632520799985833E-003,4.55663737807096743E-003,1.73716470119724401E-004,6.14443739457938010E-002,13.704890509158059,9.08508348549915551E-003,4.09098046933090707E-004,-4.00271278248852391E-003,1.47457002448751984E-004,17.263668311392365,491.36319685802312,414.43661597032366,11.795826362480552,59.261484620624117,70.718196909692551,3.02644681500775434E-004
2013-08-17T060000_AIU-0690.ghg,2013-08-17,06:30,229.270,T,35245,35245,2.48900288166208539E-004,5,4.58102464065231866E-005,0.26785990856190439,6,7.50367519170156150E-002,0.17450071421881613,6,3.85584088349048559E-002,-0.15471254850724125,7,6.23704348676296996E-002,3.91560376535216113E-003,6,8.65208211300613631E-004,0.25137553045828498,0.0000000000000000,-0.0000000000000000,0.0000000000000000,6.89157161180448127E-012,2.02729605602472864E-013,17.388990409959881,409.18965274822853,414.17513956855839,0.25000000000000000,T,511.53254529024599,12.037146472681053,12.183804714625543,0.25000000000000000,T,285.63971726461773,284.55215690282006,100412.38185558235,1.2238147439889702,1011.9032956785937,2.36505554937795348E-002,9.17142868848289453E-003,1204.3818654023178,1343.7724429832290,7.49413155343187521E-003,89.626920963533180,139.39057758091135,282.88029757346970,0.61624606200220300,6.69142989205095406E-002,1.07756708479732626E-003,0.61986925515311542,1.40384248033495990E-015,3.96318098367413008E-016,0.61986925515311542,0.75416764614197818,173.80288969587468,6.1971103041253350,9.96017735737941695E-002,-9999.0,1.40464460334374947E-002,4.22558479478950515E-003,-0.92804292534078758,-1.5013314168505352,1.5350075199464226,1.53987890592835325E-002,kormann_meixner_01,35.879015711642673,15.000000000000000,30.000000000000000,45.000000000000000,65.000000000000000,105.00000000000000,220.00000000000000,2.41461887411217695E-004,1.0308056929180007,0.27080360878219739,1.0262064491599832,0.14678387879485488,1.1888275173781060,-0.13013876802620730,1.1888275173781060,3.29366851634441517E-003,1.1888275173781060,HF00000099,HF00000099,HF00000099,HF00000099,HF00000099,SF00000099,HF00000000,SF00000000,HF0100,SF0100,HF0,HF0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,67,3.79817667879212874E-003,4.60004215386621007E-003,5.29507569206718175E-005,1.24890613619632693E-002,12.015894390067915,1.09630876431955561E-003,2.18675312631868570E-004,-3.11521920357101662E-003,7.88427581414258066E-005,17.037880036833613,501.20154379932228,409.18961973677409,12.037133097838080,59.263292453325896,70.721215947703584,3.03035424872452109E-004
2013-08-17T063000_AIU-0690.ghg,2013-08-17,07:00,229.291,T,34947,34947,2.02495447471384753E-004,5,1.05714198028152698E-005,0.27944540242665439,6,0.10967949284533590,0.24683907977274552,5,5.39320909762935202E-002,-0.34923478720003931,5,9.90926487318545268E-002,5.53958720223036560E-003,5,1.21034935487871961E-003,0.14331437021048554,0.0000000000000000,0.0000000000000000,0.0000000000000000,4.10950199054472960E-012,1.20995737560242520E-013,17.426066177538566,411.22098754367130,416.26088559705994,0.25000000000000000,T,513.07426904187685,12.107546559796770,12.255935874025417,0.25000000000000000,T,285.79550956607972,284.70101181380778,100420.93923655822,1.2232468683269315,1011.9450468417715,2.36614383872180180E-002,9.22082542807829350E-003,1211.5018108985519,1357.0750792282379,7.53799226209331697E-003,89.273012926265451,145.57326832968587,282.96816107057452,0.61264102681514010,0.13251874738077413,-3.21861513877878206E-003,0.62681784086598369,1.19495396917577239E-014,2.35824996225579422E-016,0.62681784086598369,0.79885307741419143,167.79454384970339,12.205456150296618,-0.29420648505642188,-9999.0,1.26736238606772102E-002,4.30387360423108850E-003,-0.65345364028682795,-2.1322094087476851,1.1320954635057308,1.78125096897667340E-002,kormann_meixner_01,34.928119700202764,15.000000000000000,25.000000000000000,45.000000000000000,65.000000000000000,100.00000000000000,210.00000000000000,1.96478819348625661E-004,1.0306222733967236,0.28582553639310776,1.0260869301440181,0.20764670317870956,1.1887454796732571,-0.29378432403884408,1.1887454796732571,4.66002798492491134E-003,1.1887454796732571,HF00000099,HF00000099,HF00000099,HF00000099,HF00100099,SF00100099,HF00000000,SF00000000,HF0100,SF0100,HF0,HF0,16,3,5,22,1,0,0,0,0,0,0,0,0,0,0,67,1.67489740197464699E-003,6.77094805332557198E-003,1.61901753161958277E-004,2.19994302240295106E-002,16.702807374410931,2.53123547545543084E-003,2.30903218030623336E-004,-7.03624661513052065E-003,1.11609447653871554E-004,17.073547432551052,502.69467937073637,411.22083054125983,12.107540375379449,59.308925653658989,70.772505956320089,3.03724011002481161E-004
2013-08-17T070000_AIU-0690.ghg,2013-08-17,07:30,229.312,T,35229,35229,1.52228624878646720E-003,1,1.34793281380703672E-004,0.85866212065262326,4,0.14536819394587708,0.80195740739146104,4,0.27464119823052935,1.3096089136805680,1,0.11827063912487963,1.80078271809183225E-002,4,6.16702481816662398E-003,0.56902757543290716,0.0000000000000000,0.0000000000000000,0.0000000000000000,2.85355063380344259E-012,8.70274004049847651E-014,17.378100224410463,412.14835805603900,417.39487541916515,0.14999999999999999,F,529.99616288284153,12.569673640236724,12.729681583282719,0.25000000000000000,T,286.43177050294059,285.29310382470271,100439.48359306253,1.2207223544390293,1012.2124708515801,2.37097369955607158E-002,9.55327015733612242E-003,1257.7898540289978,1411.1298186537551,7.82591563314676171E-003,89.133532393848313,153.33996462475733,283.52853178859726,0.52565644475629825,7.58164026634844390E-002,-5.44514429748440068E-003,0.53112378446375486,-1.19614356695678089E-014,1.64203831083627373E-016,0.53112378446375486,0.87960060534899842,171.79272280136135,8.2072771986386268,-0.58741344615978053,-9999.0,3.47211097210365152E-002,7.02570699624423690E-003,-4.3738578532932797,-0.31855173321440244,1.0707078864021051,2.00142871372707837E-002,kormann_meixner_01,17.572818035067414,10.000000000000000,15.000000000000000,25.000000000000000,35.000000000000000,60.000000000000000,135.00000000000000,1.47164849985572809E-003,1.0344088611755480,0.87862235342988027,1.0285464839632912,0.67330969367127147,1.1910676690524509,1.0995251971891926,1.1910676690524509,1.51190630463879302E-002,1.1910676690524509,HF00000099,HF00000099,HF00000099,HF00000099,HF00000099,SF00000099,HF00000000,SF00000000,HF1100,SF1100,HF0,HF0,11,10,0,13,22,0,0,0,0,0,0,0,0,0,0,67,7.27080006871664176E-003,4.72004521315736413E-003,2.06056871061446791E-003,7.33382386573115403E-003,4.9600848586468462,6.21133087810629963E-003,7.11072145931745188E-004,2.64000575389017854E-002,3.63014995362807792E-004,17.024312615875132,519.18100494118369,412.14851530873557,12.569599819215783,59.374540460380743,70.838514126217817,3.05521745442807475E-004
